FLYBASE,query,SYMBOL,GENENAME,chromosome_name,start_position,end_position
FBgn0028499,CG7985,CG7985,uncharacterized protein,3R,18199857,18215001
FBgn0028500,CG9063,Rich,RIC1 homolog,3L,22257749,22262921
FBgn0028504,CG12182,CG12182,uncharacterized protein,3L,2595842,2599579
FBgn0028506,CG4455,CG4455,uncharacterized protein,2L,16352934,16354539
FBgn0028507,CG3793,CG3793,uncharacterized protein,2L,15764220,15766267
FBgn0028509,cenG1A,CenG1A,Centaurin gamma 1A,2L,13835564,13898712
FBgn0028514,CG4793,CG4793,uncharacterized protein,2L,15923395,15926287
FBgn0028515,EndoGI,EndoGI,Endonuclease G inhibitor,2L,16257688,16259511
FBgn0028516,ZnT35C,ZnT35C,Zinc transporter 35C,2L,15228728,15247714
FBgn0028518,CG18480,CG18480,uncharacterized protein,2L,15630002,15634987
FBgn0028523,CG5888,CG5888,uncharacterized protein,2L,16400175,16448469
FBgn0028525,c(2)M,c(2)M,crossover suppressor on 2 of Manheim,2L,16303264,16305940
FBgn0028526,CG15293,CG15293,uncharacterized protein,2L,14108057,14109447
FBgn0028527,CG18507,CG18507,uncharacterized protein,2L,13665525,13672967
FBgn0028530,mTTF,mTTF,mitochondrial transcription termination factor,2L,14347239,14348790
FBgn0028534,CG7916,CG7916,uncharacterized protein,2L,13846752,13847799
FBgn0028537,CG31775,CG31775,uncharacterized protein,2L,14737090,14737769
FBgn0028538,sec71,Sec71,Secretory 71,2L,13793521,13799674
FBgn0028539,CG31731,Eato,Engulfment ABC Transporter in the ovary,2L,13784084,13790562
FBgn0028540,CG9008,CG9008,uncharacterized protein,2L,13774340,13780165
FBgn0028541,TM9SF4,TM9SF4,Transmembrane 9 superfamily protein member 4,2L,13746952,13773905
FBgn0028542,nimB4,NimB4,Nimrod B4,2L,13968280,13969976
FBgn0028546,ics,ics,icarus,2L,13639447,13642602
FBgn0028550,A3-3,Atf3,Activating transcription factor 3,X,1242740,1275284
FBgn0028552,gammaSnap,gammaSnap1,gamma Soluble NSF attachment protein 1,2R,24047145,24048903
FBgn0028554,xl6,x16,x16 splicing factor,2L,6914301,6920210
FBgn0028560,sut4,sut4,sugar transporter 4,2R,10085442,10087127
FBgn0028561,sut3,sut3,sugar transporter 3,2R,8089482,8091297
FBgn0028562,sut2,sut2,sugar transporter 2,2R,8087396,8089297
FBgn0028563,sut1,sut1,sugar transporter 1,2R,8082976,8087151
FBgn0028567,robl62A,robl62A,robl62A,3L,1477619,1478369
FBgn0028569,robl37BC,robl37BC,robl37BC,2L,19010866,19011532
FBgn0028570,robl22E,robl22E,robl22E,2L,2290224,2290738
FBgn0028572,qtc,qtc,quick-to-court,2L,5060815,5070750
FBgn0028573,prc,prc,pericardin,3L,11958872,11966131
FBgn0028577,pUf68,hfp,half pint,3L,1496853,1502590
FBgn0028579,phtf,phtf,phtf,2R,6741899,6746141
FBgn0028581,mei-217,mei-217,mei-217,X,17136578,17142990
FBgn0028582,lqf,lqf,liquid facets,3L,7528780,7540012
FBgn0028583,lcs,lcs,la costa,X,21396727,21397316
FBgn0028622,l(2)05510,qsm,quasimodo,2R,20563034,20583591
FBgn0028644,beat-Ic,beat-Ic,beaten path Ic,2L,16000291,16041703
FBgn0028645,beat-Ib,beat-Ib,beaten path Ib,2L,15905134,15962435
FBgn0028646,aralar1,aralar1,aralar1,3R,30445635,30455867
FBgn0028647,CG11902,CG11902,uncharacterized protein,3R,25335257,25340088
FBgn0028648,mRpL50,mRpL50,mitochondrial ribosomal protein L50,3L,7243080,7243933
FBgn0028658,adat,Adat1,"Adenosine deaminase, tRNA-specific 1",2L,13808360,13811474
FBgn0028662,VhaPPA1-1,VhaPPA1-1,Vacuolar H[+] ATPase PPA1 subunit 1,3R,14902330,14904061
FBgn0028663,VhaM9.7-2,VhaM9.7-b,Vacuolar H[+] ATPase M9.7 subunit b,3L,21539862,21541215
FBgn0028664,VhaM9.7-1,VhaM9.7-c,Vacuolar H[+] ATPase M9.7 subunit c,3L,4186018,4186865
FBgn0028667,Vha16-3,Vha16-3,Vacuolar H[+] ATPase 16kD subunit 3,3L,11473291,11473972
FBgn0028668,Vha16-2,Vha16-2,Vacuolar H[+] ATPase 16kD subunit 2,3L,11474958,11475552
FBgn0028669,Vha100-3,Vha100-3,Vacuolar H[+] ATPase 100kD subunit 3,2R,18908961,18911895
FBgn0028670,Vha100-2,Vha100-2,Vacuolar H[+] ATPase 100kD subunit 2,3R,18390323,18399169
FBgn0028671,Vha100-1,Vha100-1,Vacuolar H[+] ATPase 100kD subunit 1,3R,29131193,29137980
FBgn0028675,Sur,Sur,Sulfonylurea receptor,2L,10182557,10199117
FBgn0028683,spt4,spt4,spt4,2R,12633589,12634172
FBgn0028684,Tbp-1,Rpt5,Regulatory particle triple-A ATPase 5,3R,23752876,23754623
FBgn0028685,Rpt4,Rpt4,Regulatory particle triple-A ATPase 4,X,6289470,6291245
FBgn0028686,Rpt3,Rpt3,Regulatory particle triple-A ATPase 3,X,11125101,11126785
FBgn0028687,Rpt1,Rpt1,Regulatory particle triple-A ATPase 1,2R,7652440,7653954
FBgn0028688,Rpn7,Rpn7,Regulatory particle non-ATPase 7,3R,22460662,22462054
FBgn0028689,Rpn6,Rpn6,Regulatory particle non-ATPase 6,2R,14750166,14752910
FBgn0028690,Rpn5,Rpn5,Regulatory particle non-ATPase 5,3R,5789493,5791569
FBgn0028691,Rpn9,Rpn9,Regulatory particle non-ATPase 9,3R,23731375,23733462
FBgn0028692,Rpn2,Rpn2,Regulatory particle non-ATPase 2,3R,29153524,29157255
FBgn0028693,Rpn12,Rpn12,Regulatory particle non-ATPase 12,3L,16583028,16584022
FBgn0028694,Rpn11,Rpn11,Regulatory particle non-ATPase 11,2L,5058404,5059790
FBgn0028695,Rpn1,Rpn1,Regulatory particle non-ATPase 1,3L,19915051,19918160
FBgn0028697,RpL15,RpL15,Ribosomal protein L15,3L,27267255,27268445
FBgn0028700,RfC38,RfC38,Replication factor C 38kD subunit,2L,11128932,11130645
FBgn0028703,Nhe3,Nhe3,Na[+]/H[+] hydrogen exchanger 3,2L,6677835,6684364
FBgn0028704,Nckx30C,Nckx30C,Nckx30C,2L,9711512,9746495
FBgn0028707,Mt2,Mt2,Methyltransferase 2,2L,12096525,12097687
FBgn0028708,Mst85C,Mst85C,Mst85C,3R,9048645,9052231
FBgn0028717,Lnk,Lnk,Lnk,3R,25888542,25893270
FBgn0028734,Fmr1,Fmr1,Fmr1,3R,10101420,10110121
FBgn0028737,Ef1beta,eEF1beta,eukaryotic translation elongation factor 1 beta,2R,16868222,16869280
FBgn0028738,ETH,ETH,Ecdysis triggering hormone,2R,24794670,24795482
FBgn0028740,CG6362,CG6362,uncharacterized protein,2R,17770405,17772552
FBgn0028741,fab1,fab1,fab1 kinase,2R,17773964,17781930
FBgn0028743,CG5036,Dhit,Double hit,2R,17792870,17800677
FBgn0028744,CG5033,CG5033,uncharacterized protein,2R,17789679,17792448
FBgn0028746,CG18508,CG18508,uncharacterized protein,X,3172268,3173140
FBgn0028789,Doc1,Doc1,Dorsocross1,3L,9041375,9045042
FBgn0028833,Dak1,Dak1,Dak1,3R,26054237,26055438
FBgn0028836,CSN7,CSN7,COP9 signalosome subunit 7,2R,8421033,8428577
FBgn0028837,CSN6,CSN6,COP9 signalosome subunit 6,3R,22580773,22582033
FBgn0028838,CSN1a,CSN1a,COP9 signalosome subunit 1a,2L,14762765,14764065
FBgn0028841,jhamt,jhamt,juvenile hormone acid methyltransferase,2L,16365903,16367039
FBgn0028844,CG15283,CG15283,uncharacterized protein,2L,14450282,14450922
FBgn0028848,CG7311,Gpo3,Glycerophosphate oxidase 3,2L,13708215,13710583
FBgn0028852,CG15262,CG15262,uncharacterized protein,2L,15297808,15299367
FBgn0028853,CG15263,CG15263,uncharacterized protein,2L,15285000,15286047
FBgn0028857,CG12448,CG12448,uncharacterized protein,2L,15941441,15942854
FBgn0028858,CG10839,CG10839,uncharacterized protein,2L,15979486,15981455
FBgn0028862,CG15267,dao,down and out,2L,15248879,15254715
FBgn0028863,CG4587,CG4587,uncharacterized protein,2L,15644183,15718272
FBgn0028864,CG18477,CG18477,uncharacterized protein,2L,15661041,15662753
FBgn0028866,CG18420,CG18420,uncharacterized protein,2L,14794516,14796642
FBgn0028867,CR15280,CR15280,pseudo,2L,14781715,14783110
FBgn0028868,CG4701,CG4701,uncharacterized protein,2L,14765908,14767225
FBgn0028871,Cpr35B,Cpr35B,Cuticular protein 35B,2L,14424315,14425189
FBgn0028872,CG18095,CG18095,uncharacterized protein,2L,14029262,14031539
FBgn0028875,nAcRalpha-34E,nAChRalpha5,nicotinic Acetylcholine Receptor alpha5,2L,14040170,14094401
FBgn0028878,CG15269,CG15269,uncharacterized protein,2L,15109405,15113092
FBgn0028879,CG15270,CG15270,uncharacterized protein,2L,15074776,15096915
FBgn0028884,CG4892,CG4892,uncharacterized protein,2L,16133508,16134412
FBgn0028886,CG15279,CG15279,uncharacterized protein,2L,14844993,14851749
FBgn0028887,CG3491,CG3491,uncharacterized protein,2L,14924590,14930565
FBgn0028888,CG4168,CG4168,uncharacterized protein,2L,15161882,15200459
FBgn0028889,tRNA:L:35C,tRNA:Leu-TAA-3-1,transfer RNA:Leucine-TAA 3-1,2L,15132306,15132389
FBgn0028893,CG31819,CG31819,uncharacterized protein,2L,16211459,16213304
FBgn0028894,CG5869,GMF,Glia maturation factor,2L,16301656,16302954
FBgn0028895,CG17328,CG17328,uncharacterized protein,2L,16299943,16301765
FBgn0028896,CG17329,CG17329,uncharacterized protein,2L,16291284,16291948
FBgn0028897,CG4935,CG4935,uncharacterized protein,2L,16262141,16263483
FBgn0028899,CG31817,CG31817,uncharacterized protein,2L,16330560,16337885
FBgn0028901,CG18109,CG18109,uncharacterized protein,2L,15784085,15790146
FBgn0028903,CG13243,CG13243,uncharacterized protein,2L,15852592,15854110
FBgn0028913,CG3473,CG3473,uncharacterized protein,2L,14563015,14563726
FBgn0028916,CG33090,CG33090,uncharacterized protein,2L,14334158,14345795
FBgn0028919,CG16865,CG16865,uncharacterized protein,2L,13811522,13813316
FBgn0028920,CG8997,CG8997,uncharacterized protein,2L,13843915,13845325
FBgn0028926,NC2beta,NC2beta,Negative Cofactor 2beta,2L,15007813,15008538
FBgn0028931,CG16863,CG16863,uncharacterized protein,2L,13790959,13793264
FBgn0028932,CG16890,CG16890,uncharacterized protein,2L,13782231,13784338
FBgn0028938,CG16886,Vajk1,Vajk1,2L,13920707,13923553
FBgn0028940,Cyp28a5,Cyp28a5,Cyp28a5,2L,13977302,13979569
FBgn0028945,CG7631,CG7631,uncharacterized protein,2L,15628678,15629552
FBgn0028947,CG11865,CG11865,uncharacterized protein,2L,15616997,15617915
FBgn0028949,CG15254,CG15254,uncharacterized protein,2L,15613905,15614828
FBgn0028952,CG31672,Kebab,Kinetochore and EB1 associated basic protein,2L,2045494,2048054
FBgn0028953,CG14478,CG14478,uncharacterized protein,2R,17457663,17465795
FBgn0028955,CG8788,CG8788,uncharacterized protein,2R,9138486,9141981
FBgn0028956,mthl3,mthl3,methuselah-like 3,2R,17448533,17452598
FBgn0028962,Aats-ala-m,AlaRS-m,"Alanyl-tRNA synthetase, mitochondrial",3L,5146098,5149852
FBgn0028963,Or49b,Or49b,Odorant receptor 49b,2R,12842665,12844704
FBgn0028965,A16,A16,A16,2L,13019575,13021312
FBgn0028968,gammaCop,gammaCOP,Coat Protein (coatomer) gamma,3R,31572143,31575707
FBgn0028969,deltaCOP,deltaCOP,Coat Protein (coatomer) delta,X,1859141,1861790
FBgn0028970,betaggt-II,betaggt-II,beta subunit of type II geranylgeranyl transferase,2L,2879112,2880708
FBgn0028978,trbl,trbl,tribbles,3L,20396288,20401609
FBgn0028979,tio,tio,tiptop,2L,22019208,22025734
FBgn0028980,tan,tant,tantalus,3L,6055136,6057002
FBgn0028982,Spt6,Spt6,Spt6,X,6267797,6274984
FBgn0028983,Spn6,Spn55B,Serpin 55B,2R,18126347,18128210
FBgn0028984,Spn5,Spn88Ea,Serpin 88Ea,3R,15203069,15206447
FBgn0028986,Spn3,Spn38F,Serpin 38F,2L,20836621,20837985
FBgn0028988,Spn1,Spn42Dd,Serpin 42Dd,2R,6883280,6884873
FBgn0028990,Spn27A,Spn27A,Serpin 27A,2L,6671065,6673347
FBgn0028991,seq,seq,sequoia,2R,13176553,13190086
FBgn0028992,sds22,sds22,sds22,3R,17391594,17393020
FBgn0028996,onecut,onecut,onecut,4,598555,607649
FBgn0028997,nmdyn-D7,nmdyn-D7,nmdyn-D7,3R,9679939,9681502
FBgn0028999,nerfin-1,nerfin-1,nervous fingers 1,3L,909112,912319
FBgn0029002,miple2,miple2,midkine and pleiotrophin 2,3L,271200,275018
FBgn0029003,mab-21,mab-21,mab-21,X,6008183,6013181
FBgn0029006,lack,Smurf,SMAD specific E3 ubiquitin protein ligase,2R,17592791,17604461
FBgn0029067,l(1)G0269,Dd,Dullard,X,21319791,21324009
FBgn0029079,icln,icln,icln,2R,17590964,17591881
FBgn0029082,hbs,hbs,hibris,2R,15011396,15042134
FBgn0029084,gom,gom,gomdanji,2R,22139935,22141364
FBgn0029088,disp,disp,dispatched,3R,5849697,5856311
FBgn0029091,CS-2,Chs2,Chitin synthase 2,3L,21962401,21969964
FBgn0029092,ced-6,ced-6,ced-6,2R,9434669,9444937
FBgn0029093,cathD,cathD,cathepsin D,2R,7815339,7823569
FBgn0029094,asf1,asf1,anti-silencing factor 1,3L,19618894,19620398
FBgn0029095,aru,aru,arouser,2L,861849,868354
FBgn0029105,alpha-catenin-related,alpha-Catr,alpha-catenin related,2R,23957842,23961631
FBgn0029113,Uba2,Uba2,Ubiquitin-like activating enzyme 2,3L,8125327,8127818
FBgn0029114,Tollo,Tollo,tollo,3L,15235619,15242832
FBgn0029117,Surf1,Surf1,Surfeit 1,3L,6958346,6959586
FBgn0029118,Sucb,ScsbetaG,"Succinyl-coenzyme A synthetase beta subunit, GDP-forming",3L,5561701,5563691
FBgn0029121,Sras,Sras,severas,3L,5563774,5565103
FBgn0029123,SoxN,SoxN,SoxNeuro,2L,8825645,8829670
FBgn0029131,debcl,Debcl,Death executioner Bcl-2,2R,6648654,6652842
FBgn0029133,REG,REG,Proteasome regulator gamma,X,13212325,13214408
FBgn0029134,Prosbeta5,Prosbeta5,Proteasome beta5 subunit,2R,10819978,10821178
FBgn0029137,Patsas,Patsas,patsas,2L,12100765,12103285
FBgn0029147,NtR,NtR,NtR,2R,22127808,22130184
FBgn0029148,NHP2,NHP2,NHP2,3L,14801328,14802168
FBgn0029152,Mkrn1,Mkrn1,Makorin 1,3L,21529959,21533713
FBgn0029153,Menl-2,Menl-2,Malic enzyme like-2,2R,16414815,16419398
FBgn0029154,Menl-1,Menl-1,Malic enzyme like-1,2R,16414815,16419398
FBgn0029155,Mdh,Men-b,Malic enzyme b,3R,27151662,27157603
FBgn0029157,ssh,ssh,slingshot,3R,24938710,24944956
FBgn0029158,Las,Las,Lipoic acid synthase,3L,20430605,20432361
FBgn0029161,slmo,slmo,slowmo,2L,6046516,6048706
FBgn0029167,Hml,Hml,Hemolectin,3L,13846054,13860001
FBgn0029170,TwdlT,TwdlT,TweedleT,3R,27049220,27051004
FBgn0029172,Fad2,Fad2,Fad2,3L,11023535,11024846
FBgn0029174,FKBP59,Fkbp59,FK506-binding protein 59kD,2L,9888005,9890119
FBgn0029175,Ext2,sotv,sister of tout-velu,2R,16145904,16148719
FBgn0029176,Ef1gamma,eEF1gamma,eukaryotic translation elongation factor 1 gamma,3R,29220172,29222109
FBgn0029501,Crtp,Crtp,Caldesmon-related protein,2R,24494518,24497024
FBgn0029502,COQ7,Coq7,Coenzyme Q7,X,6771225,6773039
FBgn0029503,CHORD,CHORD,CHORD,3R,24186359,24187785
FBgn0029504,CHES-1-like,CHES-1-like,Checkpoint suppressor 1-like,X,7682338,7709385
FBgn0029506,Tsp42Ee,Tsp42Ee,Tetraspanin 42Ee,2R,7012254,7018362
FBgn0029507,Tsp42Ed,Tsp42Ed,Tetraspanin 42Ed,2R,7009498,7011739
FBgn0029508,Tsp42Ea,Tsp42Ea,Tetraspanin 42Ea,2R,6992676,7004259
FBgn0029512,Aos1,Aos1,Activator of SUMO 1,3R,12432533,12433822
FBgn0029514,312,312,312,3L,1351116,1352853
FBgn0029518,CG13376,CG13376,uncharacterized protein,X,265724,267028
FBgn0029522,CG13373,CG13373,uncharacterized protein,X,476984,478191
FBgn0029523,CR18275,CR18275,pseudo,X,476857,479309
FBgn0029524,CG3176,CG3176,uncharacterized protein,X,481862,482768
FBgn0029525,CG18273,CG18273,uncharacterized protein,X,482777,487581
FBgn0029526,CR18166,CR18166,pseudo,X,479864,481826
FBgn0029529,CG13365,CG13365,uncharacterized protein,X,620717,621215
FBgn0029531,CG13362,CG13362,uncharacterized protein,X,749241,751301
FBgn0029532,CG13361,CG13361,uncharacterized protein,X,752011,753653
FBgn0029535,CG14635,CG14635,uncharacterized protein,X,844823,845297
FBgn0029552,CG14631,CG14631,uncharacterized protein,X,1012035,1012624
FBgn0029573,CG14770,CG14770,uncharacterized protein,X,1369249,1370176
FBgn0029580,CG14778,CG14778,uncharacterized protein,X,1467493,1470614
FBgn0029587,CG14797,CG14797,uncharacterized protein,X,1681566,1684891
FBgn0029588,CG14798,CR14798,pseudo,X,1692824,1693843
FBgn0029589,CG14810,CG14810,uncharacterized protein,X,1819495,1820341
FBgn0029590,CG14811,CG14811,uncharacterized protein,X,1821469,1822381
FBgn0029594,CG14806,Coa8,Cytochrome c oxidase assembly factor 8,X,1880282,1881432
FBgn0029596,CG14054,CG14054,uncharacterized protein,X,2065273,2066359
FBgn0029603,CG14053,CG14053,uncharacterized protein,X,2191639,2193909
FBgn0029606,CG14052,CG14052,uncharacterized protein,X,2223754,2224969
FBgn0029608,CG3091,CG3091,uncharacterized protein,X,2252332,2254197
FBgn0029629,CG8636,eIF3g1,eukaryotic translation initiation factor 3 subunit g1,X,2609247,2610336
FBgn0029644,CG14421,CG14421,uncharacterized protein,X,2941408,2942329
FBgn0029645,CG14422,CG14422,uncharacterized protein,X,2943386,2944569
FBgn0029646,CG14423,CG14423,uncharacterized protein,X,2945403,2946589
FBgn0029648,CG3603,CG3603,uncharacterized protein,X,2948034,2949120
FBgn0029649,CG4116,CG4116,uncharacterized protein,X,3066615,3067562
FBgn0029656,CG10793,CG10793,uncharacterized protein,X,3314744,3316402
FBgn0029657,CG12535,CG12535,uncharacterized protein,X,3387944,3448943
FBgn0029658,CG14269,CG14269,uncharacterized protein,X,3434943,3435807
FBgn0029660,CG10801,CG10801,uncharacterized protein,X,3460592,3462500
FBgn0029661,CG16781,CG16781,uncharacterized protein,X,3462474,3464044
FBgn0029662,CG12206,CG12206,uncharacterized protein,X,3465737,3474524
FBgn0029663,CG10804,CG10804,uncharacterized protein,X,3476463,3482322
FBgn0029664,CG10802,CG10802,uncharacterized protein,X,3482965,3484555
FBgn0029665,CG14270,CG14270,uncharacterized protein,X,3484605,3485378
FBgn0029666,CG10803,CG10803,uncharacterized protein,X,3485650,3490915
FBgn0029667,Gas8,Gas8,Growth arrest specific protein 8,X,3491011,3504851
FBgn0029669,CG13021,CG13021,uncharacterized protein,X,3514316,3515757
FBgn0029672,CG2875,CG2875,uncharacterized protein,X,3571456,3573622
FBgn0029676,CG2947,HIP-R,Hsc/Hsp70-interacting protein related,X,3789969,3792477
FBgn0029679,CG2901,CG2901,uncharacterized protein,X,3828197,3831546
FBgn0029681,CG15239,CG15239,uncharacterized protein,X,3884168,3890486
FBgn0029685,CG2938,CG2938,uncharacterized protein,X,3932000,3936469
FBgn0029686,CG2941,Glos,Gaulos,X,3936517,3940582
FBgn0029687,Vap-33-1,Vap33,VAMP-associated protein 33kDa,X,3948975,3955442
FBgn0029688,lva,lva,lava lamp,X,3955543,3965327
FBgn0029689,CG6428,CG6428,uncharacterized protein,X,3965435,3968655
FBgn0029690,CG6414,CG6414,uncharacterized protein,X,3968788,3971350
FBgn0029693,CG6379,CG6379,uncharacterized protein,X,4097592,4101031
FBgn0029694,CG15375,CG15375,uncharacterized protein,X,4101318,4102995
FBgn0029696,CG15571,CG15571,uncharacterized protein,X,4216873,4217394
FBgn0029697,CG15570,CG15570,uncharacterized protein,X,4218170,4223331
FBgn0029700,CG15576,CG15576,uncharacterized protein,X,4251870,4252790
FBgn0029701,CG12691,CG12691,uncharacterized protein,X,4266097,4266669
FBgn0029702,CG15572,CG15572,uncharacterized protein,X,4268701,4271083
FBgn0029703,CG12692,CG12692,uncharacterized protein,X,4300117,4302346
FBgn0029706,CG3626,CG3626,uncharacterized protein,X,4366417,4371136
FBgn0029707,CG12688,CG12688,uncharacterized protein,X,4380758,4382466
FBgn0029708,CG3556,CG3556,uncharacterized protein,X,4530231,4535464
FBgn0029709,CHOp24,CHOp24,CHOp24,X,4540908,4542506
FBgn0029710,CG3568,CG3568,uncharacterized protein,X,4542630,4544497
FBgn0029711,Usf,Usf,Usf,X,4544617,4548794
FBgn0029712,CG15912,CG15912,uncharacterized protein,X,4549070,4549957
FBgn0029713,CG11436,CG11436,uncharacterized protein,X,4549883,4551878
FBgn0029714,CG3527,CG3527,uncharacterized protein,X,4551973,4553006
FBgn0029715,CG11444,CG11444,uncharacterized protein,X,4553117,4554398
FBgn0029716,CG3546,CG3546,uncharacterized protein,X,4558072,4560317
FBgn0029718,mRpL30,mRpL30,mitochondrial ribosomal protein L30,X,4647871,4648646
FBgn0029720,CG3009,CG3009,uncharacterized protein,X,4658158,4666700
FBgn0029722,CG7024,CG7024,uncharacterized protein,X,4705309,4707504
FBgn0029723,Proc-R,Proc-R,Proctolin receptor,X,4707916,4729487
FBgn0029724,CG15472,CG15472,uncharacterized protein,X,4768727,4770137
FBgn0029725,CG2871,CG2871,uncharacterized protein,X,4775984,4777375
FBgn0029726,CG15471,CG15471,uncharacterized protein,X,4782201,4782789
FBgn0029727,CG6978,CG6978,uncharacterized protein,X,4784075,4786059
FBgn0029728,CG2861,CG2861,uncharacterized protein,X,4797231,4804862
FBgn0029729,CG12682,CG12682,uncharacterized protein,X,4825974,4826833
FBgn0029733,CG6927,CG6927,uncharacterized protein,X,4906900,4908821
FBgn0029736,CG4041,CG4041,uncharacterized protein,X,4915280,4918447
FBgn0029737,CG6903,CG6903,uncharacterized protein,X,4918730,4921648
FBgn0029740,CG12680,CG12680,uncharacterized protein,X,4997441,4998388
FBgn0029750,CG3323,CG3323,uncharacterized protein,X,5302988,5305691
FBgn0029751,CG17764,CG17764,uncharacterized protein,X,5306261,5307417
FBgn0029752,TrxT,TrxT,Thioredoxin T,X,5310581,5311888
FBgn0029753,CG4198,CG4198,uncharacterized protein,X,5313258,5315190
FBgn0029754,CG15930,CG15930,uncharacterized protein,X,5315130,5317295
FBgn0029755,Sas10,Sas10,Something about silencing 10,X,5317409,5319071
FBgn0029756,CG3309,CG3309,uncharacterized protein,X,5326675,5329347
FBgn0029761,SK,SK,small conductance calcium-activated potassium channel,X,5340236,5405138
FBgn0029762,NAAT1,NAAT1,Nutrient Amino Acid Transporter 1,X,5405238,5410849
FBgn0029763,CG4165,Usp16-45,Ubiquitin specific protease 16/45,X,5421533,5427219
FBgn0029765,CG16756,CG16756,uncharacterized protein,X,5427517,5428217
FBgn0029766,CG15784,CG15784,uncharacterized protein,X,5429571,5432526
FBgn0029768,SPR,SPR,Sex peptide receptor,X,5446656,5494012
FBgn0029769,CG3239,frma,fra mauro,X,5493014,5496052
FBgn0029770,CG4151,CG4151,uncharacterized protein,X,5501476,5502782
FBgn0029771,CG12730,CG12730,uncharacterized protein,X,5516608,5518771
FBgn0029778,RhoGAP5A,RhoGAP5A,Rho GTPase activating protein at 5A,X,5616572,5618806
FBgn0029783,Sirt4,Sirt4,Sirtuin 4,X,5664628,5665940
FBgn0029785,RpL35,RpL35,Ribosomal protein L35,X,5672401,5673547
FBgn0029789,CG3160,PGAP1,Post-GPI attachment to proteins 1,X,5685253,5689473
FBgn0029791,CG4096,AdamTS-B,ADAM metallopeptidase with thrombospondin type 1 motif B,X,5698557,5708633
FBgn0029798,CG4078,CG4078,uncharacterized protein,X,5747747,5752077
FBgn0029799,CG15772,CG15772,uncharacterized protein,X,5752249,5754041
FBgn0029800,lin-52,lin-52,lin-52,X,5753390,5754958
FBgn0029801,CG15771,CG15771,uncharacterized protein,X,5755574,5759751
FBgn0029804,CG3097,CG3097,uncharacterized protein,X,5765855,5770780
FBgn0029810,CG12239,CG12239,uncharacterized protein,X,5792140,5794543
FBgn0029813,CG15766,AgmNAT,Agmatine N-acetyltransferase,X,5814864,5815820
FBgn0029814,CG15765,CG15765,uncharacterized protein,X,5818559,5840823
FBgn0029817,CG15764,CG15764,uncharacterized protein,X,5869095,5870266
FBgn0029818,CG3033,GAA1,Glycosylphosphatidylinositol anchor attachment 1,X,5870841,5873357
FBgn0029819,CG3016,Usp30,Ubiquitin specific protease 30,X,5877000,5879787
FBgn0029820,CG16721,CG16721,uncharacterized protein,X,5879869,5883391
FBgn0029821,CG4020,CG4020,uncharacterized protein,X,5905746,5908001
