GENEID,TXNAME,TXCHROM,TXSTRAND,exonic.gene.sizes
FBgn0030900,FBtr0074549,X,+,920
FBgn0030904,FBtr0473620,X,-,1980
FBgn0030905,FBtr0346294,X,-,904
FBgn0030911,FBtr0346331,X,+,680
FBgn0030912,FBtr0344255,X,-,1745
FBgn0030913,FBtr0307553,X,-,6236
FBgn0030914,FBtr0074553,X,+,2446
FBgn0030915,FBtr0074558,X,+,1276
FBgn0030918,FBtr0074560,X,+,1424
FBgn0030921,FBtr0074563,X,+,744
FBgn0030925,FBtr0113000,X,-,2408
FBgn0030926,FBtr0074629,X,-,1645
FBgn0030927,FBtr0074628,X,-,1817
FBgn0030928,FBtr0074627,X,-,822
FBgn0030929,FBtr0343047,X,-,903
FBgn0030930,FBtr0346082,X,-,3668
FBgn0030931,FBtr0074592,X,+,1132
FBgn0030932,FBtr0340368,X,-,2396
FBgn0030933,FBtr0074621,X,-,1532
FBgn0030936,FBtr0074620,X,-,1372
FBgn0030937,FBtr0074619,X,-,1405
FBgn0030938,FBtr0074596,X,+,911
FBgn0030940,FBtr0074618,X,-,6138
FBgn0030941,FBtr0074617,X,-,2594
FBgn0030943,FBtr0074601,X,+,1249
FBgn0030944,FBtr0074615,X,-,989
FBgn0030945,FBtr0074614,X,-,2298
FBgn0030946,FBtr0074613,X,-,3478
FBgn0030947,FBtr0074611,X,-,997
FBgn0030949,FBtr0074604,X,+,1596
FBgn0030951,FBtr0074607,X,-,680
FBgn0030952,FBtr0074605,X,-,1883
FBgn0030954,FBtr0113003,X,-,2230
FBgn0030955,FBtr0074631,X,+,1565
FBgn0030956,FBtr0074661,X,-,2055
FBgn0030958,FBtr0334467,X,+,333
FBgn0030959,FBtr0074660,X,-,1894
FBgn0030960,FBtr0074635,X,+,1850
FBgn0030961,FBtr0301153,X,+,4548
FBgn0030963,FBtr0074639,X,+,1454
FBgn0030964,FBtr0074640,X,+,2783
FBgn0030966,FBtr0074655,X,-,2115
FBgn0030968,FBtr0074654,X,-,1250
FBgn0030969,FBtr0074643,X,+,1695
FBgn0030970,FBtr0333159,X,-,2580
FBgn0030973,FBtr0074647,X,+,3401
FBgn0030974,FBtr0074652,X,-,4147
FBgn0030975,FBtr0344973,X,+,1949
FBgn0030976,FBtr0074649,X,+,3832
FBgn0030979,FBtr0074663,X,+,2489
FBgn0030980,FBtr0074664,X,+,812
FBgn0030981,FBtr0074665,X,+,787
FBgn0030982,FBtr0074704,X,-,682
FBgn0030983,FBtr0074703,X,-,634
FBgn0030984,FBtr0344323,X,-,1590
FBgn0030985,FBtr0074701,X,-,734
FBgn0030989,FBtr0074698,X,-,1814
FBgn0030990,FBtr0343313,X,-,2893
FBgn0030991,FBtr0074666,X,+,1852
FBgn0030992,FBtr0074668,X,+,2715
FBgn0030993,FBtr0074669,X,+,1238
FBgn0030994,FBtr0074670,X,+,816
FBgn0030995,FBtr0074696,X,-,1230
FBgn0030996,FBtr0074671,X,+,1940
FBgn0030997,FBtr0074695,X,-,3583
FBgn0030998,FBtr0074692,X,-,2696
FBgn0030999,FBtr0074672,X,+,1615
FBgn0031000,FBtr0074673,X,+,1146
FBgn0031001,FBtr0074674,X,+,3960
FBgn0031002,FBtr0074691,X,-,2455
FBgn0031003,FBtr0074675,X,+,1468
FBgn0031004,FBtr0074690,X,-,1693
FBgn0031005,FBtr0332533,X,+,2441
FBgn0031006,FBtr0343635,X,-,6739
FBgn0031008,FBtr0074688,X,-,1633
FBgn0031010,FBtr0332393,X,-,2031
FBgn0031011,FBtr0074684,X,-,4405
FBgn0031012,FBtr0343320,X,-,2565
FBgn0031016,FBtr0074707,X,+,6417
FBgn0031018,FBtr0074710,X,+,993
FBgn0031020,FBtr0346014,X,+,4013
FBgn0031021,FBtr0074712,X,+,768
FBgn0031022,FBtr0074783,X,-,1110
FBgn0031023,FBtr0074721,X,+,8141
FBgn0031026,FBtr0074779,X,-,711
FBgn0031030,FBtr0303999,X,-,7414
FBgn0031031,FBtr0308568,X,-,1571
FBgn0031032,FBtr0074729,X,+,2768
FBgn0031033,FBtr0074769,X,-,2308
FBgn0031034,FBtr0074730,X,+,2338
FBgn0031036,FBtr0307162,X,-,1817
FBgn0031037,FBtr0074733,X,+,1524
FBgn0031038,FBtr0346617,X,+,3334
FBgn0031039,FBtr0074738,X,+,3334
FBgn0031040,FBtr0344070,X,+,567
FBgn0031041,FBtr0100291,X,-,1754
FBgn0031042,FBtr0290086,X,-,2068
FBgn0031043,FBtr0074763,X,-,1256
FBgn0031044,FBtr0074741,X,+,2358
FBgn0031045,FBtr0074742,X,+,897
FBgn0031047,FBtr0334277,X,+,1734
FBgn0031048,FBtr0074761,X,-,1679
FBgn0031049,FBtr0074745,X,+,798
FBgn0031050,FBtr0074760,X,-,1536
FBgn0031051,FBtr0340614,X,-,5879
FBgn0031052,FBtr0074746,X,+,6649
FBgn0031053,FBtr0332891,X,-,3444
FBgn0031054,FBtr0344152,X,+,2186
FBgn0031055,FBtr0308570,X,-,2411
FBgn0031057,FBtr0074750,X,+,3429
FBgn0031058,FBtr0300350,X,-,956
FBgn0031059,FBtr0335023,X,-,1210
FBgn0031060,FBtr0309217,X,-,1881
FBgn0031061,FBtr0074813,X,-,2011
FBgn0031062,FBtr0074787,X,+,2053
FBgn0031064,FBtr0074788,X,+,6764
FBgn0031065,FBtr0074790,X,+,3638
FBgn0031066,FBtr0308683,X,-,789
FBgn0031068,FBtr0331763,X,+,1362
FBgn0031069,FBtr0074795,X,+,3659
FBgn0031070,FBtr0074809,X,-,3517
FBgn0031074,FBtr0074806,X,-,713
FBgn0031077,FBtr0289978,X,-,5361
FBgn0031078,FBtr0074798,X,+,6470
FBgn0031080,FBtr0070036,X,-,611
FBgn0031081,FBtr0307555,X,+,4851
FBgn0031082,FBtr0070035,X,-,1129
FBgn0031085,FBtr0070002,X,+,1226
FBgn0031086,FBtr0070032,X,-,981
FBgn0031088,FBtr0343166,X,+,3140
FBgn0031089,FBtr0070006,X,+,1667
FBgn0031090,FBtr0333549,X,-,3538
FBgn0031091,FBtr0070027,X,-,2505
FBgn0031092,FBtr0070007,X,+,1131
FBgn0031093,FBtr0070026,X,-,1883
FBgn0031094,FBtr0070008,X,+,1094
FBgn0031097,FBtr0306737,X,+,1905
FBgn0031098,FBtr0077341,X,-,2785
FBgn0031099,FBtr0077340,X,-,1666
FBgn0031100,FBtr0335041,X,-,4635
FBgn0031101,FBtr0077297,X,+,1178
FBgn0031103,FBtr0077332,X,-,759
FBgn0031104,FBtr0302241,X,-,591
FBgn0031106,FBtr0077330,X,-,1282
FBgn0031107,FBtr0301344,X,+,15917
FBgn0031108,FBtr0077329,X,-,1072
FBgn0031109,FBtr0307166,X,+,643
FBgn0031110,FBtr0077302,X,+,645
FBgn0031111,FBtr0340362,X,-,978
FBgn0031114,FBtr0340400,X,+,2334
FBgn0031115,FBtr0339682,X,-,1903
FBgn0031116,FBtr0332936,X,+,6238
FBgn0031117,FBtr0340044,X,+,1369
FBgn0031118,FBtr0345015,X,-,9502
FBgn0031119,FBtr0077312,X,+,3229
FBgn0031126,FBtr0077276,X,+,3026
FBgn0031127,FBtr0345921,X,+,735
FBgn0031128,FBtr0077295,X,-,2381
FBgn0031129,FBtr0346615,X,-,1443
FBgn0031130,FBtr0077292,X,-,741
FBgn0031132,FBtr0077280,X,+,1490
FBgn0031134,FBtr0077286,X,-,1409
FBgn0031135,FBtr0303307,X,+,363
FBgn0031139,FBtr0077273,X,-,2531
FBgn0031141,FBtr0077271,X,-,893
FBgn0031142,FBtr0077269,X,-,2140
FBgn0031143,FBtr0339633,X,-,1236
FBgn0031144,FBtr0077267,X,-,3246
FBgn0031145,FBtr0077241,X,+,3723
FBgn0031146,FBtr0077266,X,-,765
FBgn0031148,FBtr0077244,X,+,2202
FBgn0031149,FBtr0345923,X,-,2755
FBgn0031150,FBtr0077246,X,+,5794
FBgn0031155,FBtr0344534,X,-,1526
FBgn0031157,FBtr0344414,X,-,1405
FBgn0031159,FBtr0100609,X,+,3798
FBgn0031161,FBtr0077250,X,+,2380
FBgn0031163,FBtr0077256,X,+,1156
FBgn0031164,FBtr0077257,X,-,843
FBgn0031168,FBtr0077237,X,-,1173
FBgn0031169,FBtr0332306,X,+,5469
FBgn0031170,FBtr0306679,X,-,7210
FBgn0031171,FBtr0300938,X,-,5303
FBgn0031174,FBtr0077190,X,+,3721
FBgn0031176,FBtr0346383,X,-,434
FBgn0031178,FBtr0077218,X,-,643
FBgn0031181,FBtr0077213,X,-,1692
FBgn0031182,FBtr0077212,X,-,1785
FBgn0031183,FBtr0342876,X,+,2695
FBgn0031184,FBtr0339499,X,-,1914
FBgn0031187,FBtr0077346,X,+,7489
FBgn0031188,FBtr0335047,X,-,1817
FBgn0031189,FBtr0077351,X,+,1210
FBgn0031190,FBtr0077366,X,-,2773
FBgn0031191,FBtr0100651,X,+,3382
FBgn0031194,FBtr0333716,X,-,4272
FBgn0031195,FBtr0077358,X,+,2621
FBgn0031196,FBtr0077363,X,-,1756
FBgn0031197,FBtr0077361,X,+,960
FBgn0031201,FBtr0077343,X,-,2644
FBgn0031208,FBtr0475186,2L,+,1880
FBgn0031209,FBtr0113008,2L,-,2629
FBgn0031213,FBtr0306540,2L,+,2751
FBgn0031214,FBtr0306541,2L,+,1378
FBgn0031216,FBtr0078103,2L,+,6476
FBgn0031217,FBtr0078104,2L,+,1583
FBgn0031219,FBtr0336838,2L,-,1124
FBgn0031220,FBtr0100307,2L,-,4224
FBgn0031224,FBtr0078116,2L,+,905
FBgn0031227,FBtr0078147,2L,-,1699
FBgn0031228,FBtr0306542,2L,+,1135
FBgn0031229,FBtr0340650,2L,+,1381
FBgn0031231,FBtr0078124,2L,+,903
FBgn0031232,FBtr0308246,2L,-,1357
FBgn0031233,FBtr0332338,2L,+,3348
FBgn0031235,FBtr0078126,2L,+,1660
FBgn0031238,FBtr0336989,2L,-,1942
FBgn0031239,FBtr0308252,2L,-,7557
FBgn0031240,FBtr0078127,2L,+,2417
FBgn0031244,FBtr0343780,2L,-,1452
FBgn0031245,FBtr0078136,2L,-,1974
FBgn0031247,FBtr0078130,2L,+,748
FBgn0031248,FBtr0078099,2L,-,898
FBgn0031249,FBtr0078098,2L,-,970
FBgn0031250,FBtr0078094,2L,-,1972
FBgn0031251,FBtr0331204,2L,-,4436
FBgn0031252,FBtr0078090,2L,-,1219
FBgn0031253,FBtr0078089,2L,-,556
FBgn0031254,FBtr0078057,2L,+,665
FBgn0031255,FBtr0078058,2L,+,2259
FBgn0031256,FBtr0078060,2L,+,1488
FBgn0031257,FBtr0078061,2L,+,2642
FBgn0031258,FBtr0310035,2L,-,6869
FBgn0031260,FBtr0078080,2L,-,1736
FBgn0031261,FBtr0078064,2L,+,1532
FBgn0031263,FBtr0078066,2L,+,853
FBgn0031264,FBtr0078076,2L,-,3252
FBgn0031265,FBtr0078067,2L,+,2310
FBgn0031266,FBtr0078068,2L,+,4346
FBgn0031267,FBtr0078074,2L,-,1232
FBgn0031268,FBtr0310022,2L,+,1158
FBgn0031270,FBtr0078071,2L,+,1551
FBgn0031273,FBtr0077999,2L,+,2549
FBgn0031275,FBtr0343785,2L,+,7035
FBgn0031276,FBtr0078003,2L,+,471
FBgn0031277,FBtr0078005,2L,+,483
FBgn0031279,FBtr0078007,2L,+,4359
FBgn0031281,FBtr0078041,2L,-,2416
FBgn0031282,FBtr0078010,2L,+,2104
FBgn0031283,FBtr0078040,2L,-,896
FBgn0031284,FBtr0078039,2L,-,1370
FBgn0031285,FBtr0305507,2L,+,2982
FBgn0031286,FBtr0078038,2L,-,1533
FBgn0031287,FBtr0334797,2L,-,1310
FBgn0031288,FBtr0078017,2L,+,1183
FBgn0031289,FBtr0445832,2L,+,1185
FBgn0031292,FBtr0345634,2L,-,7072
FBgn0031294,FBtr0301417,2L,-,10257
FBgn0031295,FBtr0077997,2L,-,793
FBgn0031296,FBtr0301087,2L,+,1395
FBgn0031298,FBtr0077953,2L,+,4078
FBgn0031299,FBtr0332570,2L,-,3115
FBgn0031301,FBtr0077954,2L,+,3266
FBgn0031302,FBtr0077955,2L,+,1030
FBgn0031304,FBtr0077956,2L,+,2701
FBgn0031305,FBtr0077986,2L,-,1767
FBgn0031306,FBtr0077957,2L,+,2707
FBgn0031307,FBtr0077958,2L,+,2029
FBgn0031309,FBtr0077985,2L,-,999
FBgn0031310,FBtr0077960,2L,+,999
FBgn0031312,FBtr0077961,2L,+,1272
FBgn0031313,FBtr0077981,2L,-,2617
FBgn0031314,FBtr0077962,2L,+,1925
FBgn0031315,FBtr0077964,2L,+,646
FBgn0031317,FBtr0077979,2L,-,1801
FBgn0031318,FBtr0077966,2L,+,3424
FBgn0031319,FBtr0077968,2L,+,3956
FBgn0031320,FBtr0077978,2L,-,1667
FBgn0031321,FBtr0077971,2L,+,1566
FBgn0031322,FBtr0307056,2L,+,2096
FBgn0031323,FBtr0077977,2L,-,802
FBgn0031324,FBtr0114498,2L,+,802
FBgn0031327,FBtr0077920,2L,+,2903
FBgn0031331,FBtr0305552,2L,+,1328
FBgn0031332,FBtr0077948,2L,-,1085
FBgn0031333,FBtr0077947,2L,-,1091
FBgn0031335,FBtr0077944,2L,-,942
FBgn0031337,FBtr0343838,2L,+,953
FBgn0031343,FBtr0077938,2L,-,1828
FBgn0031344,FBtr0334820,2L,-,1575
FBgn0031345,FBtr0077919,2L,-,684
FBgn0031347,FBtr0077917,2L,-,2227
FBgn0031351,FBtr0077876,2L,+,1030
FBgn0031356,FBtr0077912,2L,-,2357
FBgn0031357,FBtr0333542,2L,+,790
FBgn0031359,FBtr0305618,2L,-,2417
FBgn0031360,FBtr0077884,2L,+,1184
FBgn0031361,FBtr0333543,2L,-,1198
FBgn0031364,FBtr0077887,2L,+,541
FBgn0031365,FBtr0077901,2L,-,534
FBgn0031367,FBtr0077894,2L,-,882
FBgn0031372,FBtr0077891,2L,+,1230
FBgn0031373,FBtr0473590,2L,-,1207
FBgn0031374,FBtr0113012,2L,+,11222
FBgn0031375,FBtr0077870,2L,-,3291
FBgn0031377,FBtr0077869,2L,-,4294
FBgn0031378,FBtr0077814,2L,+,813
FBgn0031379,FBtr0077815,2L,+,2130
FBgn0031381,FBtr0077816,2L,+,651
FBgn0031384,FBtr0301068,2L,+,4668
FBgn0031388,FBtr0077827,2L,+,1219
FBgn0031389,FBtr0334781,2L,-,1867
FBgn0031390,FBtr0077853,2L,-,5404
FBgn0031391,FBtr0334813,2L,-,1907
FBgn0031392,FBtr0077831,2L,+,2993
FBgn0031393,FBtr0077832,2L,+,1038
FBgn0031395,FBtr0077848,2L,-,1586
FBgn0031397,FBtr0077845,2L,-,2635
FBgn0031398,FBtr0077843,2L,-,1285
FBgn0031399,FBtr0077835,2L,+,2956
FBgn0031401,FBtr0077836,2L,+,2692
FBgn0031403,FBtr0113015,2L,-,693
FBgn0031406,FBtr0077804,2L,-,875
FBgn0031407,FBtr0077755,2L,+,729
FBgn0031409,FBtr0077756,2L,+,764
FBgn0031410,FBtr0077801,2L,-,914
FBgn0031412,FBtr0077758,2L,+,721
FBgn0031413,FBtr0100648,2L,-,1783
FBgn0031414,FBtr0344662,2L,+,8481
FBgn0031417,FBtr0077792,2L,-,1229
FBgn0031418,FBtr0303027,2L,-,1364
FBgn0031419,FBtr0077764,2L,+,929
FBgn0031420,FBtr0331438,2L,+,4078
FBgn0031422,FBtr0077768,2L,+,1493
FBgn0031423,FBtr0077790,2L,-,977
FBgn0031424,FBtr0077769,2L,+,5716
FBgn0031426,FBtr0307079,2L,-,1790
FBgn0031428,FBtr0077770,2L,+,3762
FBgn0031430,FBtr0077781,2L,-,883
FBgn0031431,FBtr0077750,2L,-,1511
FBgn0031432,FBtr0335167,2L,-,1997
FBgn0031434,FBtr0344854,2L,-,1654
FBgn0031435,FBtr0077693,2L,+,1493
FBgn0031436,FBtr0273393,2L,-,733
FBgn0031437,FBtr0077694,2L,+,1070
FBgn0031440,FBtr0114513,2L,+,1234
FBgn0031441,FBtr0077743,2L,-,1144
FBgn0031442,FBtr0077697,2L,+,830
FBgn0031443,FBtr0077699,2L,+,1647
FBgn0031444,FBtr0077700,2L,+,1147
FBgn0031446,FBtr0300986,2L,-,994
FBgn0031449,FBtr0334161,2L,+,3301
FBgn0031450,FBtr0089751,2L,+,2820
FBgn0031451,FBtr0077740,2L,-,1440
FBgn0031452,FBtr0077712,2L,+,1730
FBgn0031453,FBtr0335125,2L,+,2718
FBgn0031454,FBtr0100383,2L,-,1251
FBgn0031455,FBtr0077737,2L,-,1251
FBgn0031456,FBtr0077715,2L,+,3586
FBgn0031457,FBtr0335129,2L,-,2034
FBgn0031458,FBtr0077716,2L,+,990
FBgn0031459,FBtr0335128,2L,+,709
FBgn0031460,FBtr0077730,2L,-,824
FBgn0031461,FBtr0077720,2L,+,3265
FBgn0031462,FBtr0077722,2L,+,1930
FBgn0031463,FBtr0113017,2L,-,1194
FBgn0031465,FBtr0077723,2L,-,1961
FBgn0031466,FBtr0077691,2L,-,1293
FBgn0031467,FBtr0077618,2L,+,1066
FBgn0031468,FBtr0077619,2L,+,1884
FBgn0031469,FBtr0273251,2L,-,1813
FBgn0031470,FBtr0077689,2L,-,1073
FBgn0031471,FBtr0300356,2L,-,1217
FBgn0031472,FBtr0335130,2L,+,1307
FBgn0031473,FBtr0077686,2L,-,2799
FBgn0031474,FBtr0077625,2L,+,3392
FBgn0031476,FBtr0077628,2L,+,998
FBgn0031478,FBtr0077629,2L,+,1785
FBgn0031479,FBtr0077684,2L,-,861
FBgn0031483,FBtr0077676,2L,-,1933
FBgn0031484,FBtr0343781,2L,+,1323
FBgn0031485,FBtr0343783,2L,-,878
FBgn0031488,FBtr0077646,2L,+,3261
FBgn0031489,FBtr0077671,2L,-,1577
FBgn0031490,FBtr0077647,2L,+,2794
FBgn0031491,FBtr0077670,2L,-,1714
FBgn0031492,FBtr0077648,2L,+,2906
FBgn0031493,FBtr0335484,2L,-,2684
FBgn0031494,FBtr0077650,2L,+,1253
FBgn0031495,FBtr0077651,2L,+,1702
FBgn0031496,FBtr0300814,2L,-,2863
FBgn0031497,FBtr0335480,2L,-,1911
FBgn0031498,FBtr0344088,2L,+,1425
FBgn0031500,FBtr0077654,2L,+,1709
FBgn0031501,FBtr0335385,2L,+,869
FBgn0031504,FBtr0077661,2L,+,855
FBgn0031505,FBtr0329905,2L,-,762
FBgn0031512,FBtr0077578,2L,+,468
FBgn0031513,FBtr0301033,2L,+,2192
FBgn0031514,FBtr0077609,2L,-,2883
FBgn0031515,FBtr0077605,2L,-,3135
FBgn0031516,FBtr0077604,2L,-,3062
FBgn0031517,FBtr0077580,2L,+,1646
FBgn0031518,FBtr0114460,2L,+,3475
FBgn0031519,FBtr0331372,2L,-,2364
FBgn0031520,FBtr0077583,2L,+,1838
FBgn0031522,FBtr0339547,2L,+,1631
FBgn0031523,FBtr0077587,2L,+,1565
FBgn0031526,FBtr0077588,2L,+,973
FBgn0031528,FBtr0113018,2L,-,1889
FBgn0031529,FBtr0332407,2L,-,846
FBgn0031530,FBtr0077592,2L,-,3575
FBgn0031531,FBtr0077590,2L,+,640
FBgn0031533,FBtr0077516,2L,+,1338
FBgn0031534,FBtr0077517,2L,+,2028
FBgn0031535,FBtr0113019,2L,+,1072
FBgn0031536,FBtr0077573,2L,-,2973
FBgn0031538,FBtr0077572,2L,-,1511
FBgn0031540,FBtr0343239,2L,-,2611
FBgn0031542,FBtr0077568,2L,-,1402
FBgn0031544,FBtr0077525,2L,+,1832
FBgn0031545,FBtr0077561,2L,-,2379
FBgn0031546,FBtr0333251,2L,+,2547
FBgn0031547,FBtr0077560,2L,-,1390
FBgn0031548,FBtr0089937,2L,+,2398
FBgn0031549,FBtr0301590,2L,-,2543
FBgn0031550,FBtr0077529,2L,+,1484
FBgn0031554,FBtr0077556,2L,-,531
FBgn0031558,FBtr0339575,2L,-,350
FBgn0031559,FBtr0077549,2L,-,423
FBgn0031560,FBtr0077547,2L,-,325
FBgn0031561,FBtr0345610,2L,-,381
FBgn0031562,FBtr0077545,2L,-,631
FBgn0031563,FBtr0077544,2L,-,577
FBgn0031564,FBtr0300299,2L,+,542
FBgn0031566,FBtr0077537,2L,+,2896
FBgn0031568,FBtr0479854,2L,+,6532
FBgn0031571,FBtr0077496,2L,+,10223
FBgn0031573,FBtr0077515,2L,-,2418
FBgn0031574,FBtr0077502,2L,+,3758
FBgn0031575,FBtr0077504,2L,+,2977
FBgn0031579,FBtr0077505,2L,+,687
FBgn0031580,FBtr0077506,2L,+,566
FBgn0031585,FBtr0077468,2L,+,1925
FBgn0031589,FBtr0077483,2L,-,3288
FBgn0031590,FBtr0334790,2L,-,2369
FBgn0031592,FBtr0077476,2L,-,1595
FBgn0031596,FBtr0077428,2L,+,943
FBgn0031597,FBtr0077464,2L,-,1979
FBgn0031598,FBtr0077462,2L,-,2960
FBgn0031600,FBtr0077460,2L,-,867
FBgn0031601,FBtr0077435,2L,+,606
FBgn0031602,FBtr0331436,2L,-,6408
FBgn0031603,FBtr0331435,2L,+,634
FBgn0031604,FBtr0077439,2L,+,1863
FBgn0031606,FBtr0077455,2L,-,3335
FBgn0031607,FBtr0077454,2L,-,1224
FBgn0031608,FBtr0345632,2L,+,1948
FBgn0031609,FBtr0077450,2L,-,1731
FBgn0031610,FBtr0077442,2L,+,1411
FBgn0031611,FBtr0077443,2L,+,2729
FBgn0031613,FBtr0077444,2L,-,500
FBgn0031617,FBtr0300354,2L,+,3532
FBgn0031619,FBtr0100560,2L,+,1414
FBgn0031620,FBtr0077377,2L,+,3034
FBgn0031621,FBtr0077378,2L,+,1446
FBgn0031622,FBtr0077422,2L,-,1685
FBgn0031623,FBtr0077420,2L,-,591
FBgn0031626,FBtr0077419,2L,-,1995
FBgn0031627,FBtr0077418,2L,-,2672
FBgn0031628,FBtr0077382,2L,+,1541
FBgn0031630,FBtr0077383,2L,+,1432
FBgn0031631,FBtr0077416,2L,-,2387
FBgn0031632,FBtr0077384,2L,+,3932
FBgn0031633,FBtr0336961,2L,-,1352
FBgn0031634,FBtr0336959,2L,-,3587
FBgn0031635,FBtr0077412,2L,-,2217
FBgn0031636,FBtr0077385,2L,+,2326
FBgn0031637,FBtr0077410,2L,-,4096
FBgn0031638,FBtr0077386,2L,+,1734
FBgn0031639,FBtr0077408,2L,-,924
FBgn0031640,FBtr0077387,2L,+,1882
FBgn0031643,FBtr0077389,2L,+,2263
FBgn0031644,FBtr0077390,2L,+,1222
FBgn0031645,FBtr0336832,2L,+,2731
FBgn0031646,FBtr0077402,2L,-,1294
FBgn0031649,FBtr0077394,2L,-,2888
FBgn0031650,FBtr0078990,2L,+,1318
FBgn0031651,FBtr0079058,2L,-,875
FBgn0031652,FBtr0079057,2L,-,1453
FBgn0031653,FBtr0079056,2L,-,827
FBgn0031654,FBtr0345335,2L,-,894
FBgn0031655,FBtr0078992,2L,+,2411
FBgn0031657,FBtr0078994,2L,+,1153
FBgn0031659,FBtr0078995,2L,+,1986
FBgn0031660,FBtr0078996,2L,+,1170
FBgn0031661,FBtr0079049,2L,-,1561
FBgn0031662,FBtr0078997,2L,+,1194
FBgn0031663,FBtr0079048,2L,-,769
FBgn0031664,FBtr0331228,2L,-,2080
FBgn0031668,FBtr0079037,2L,-,846
FBgn0031670,FBtr0332412,2L,+,1130
FBgn0031673,FBtr0079034,2L,-,2019
FBgn0031675,FBtr0301206,2L,-,2717
FBgn0031676,FBtr0079009,2L,+,1605
FBgn0031677,FBtr0079029,2L,-,438
FBgn0031678,FBtr0079028,2L,-,2267
FBgn0031681,FBtr0079026,2L,-,4545
FBgn0031682,FBtr0329981,2L,+,1935
FBgn0031683,FBtr0079019,2L,+,2318
FBgn0031684,FBtr0345333,2L,-,953
FBgn0031688,FBtr0079061,2L,+,1673
FBgn0031689,FBtr0079062,2L,+,1617
FBgn0031690,FBtr0342940,2L,-,2194
FBgn0031692,FBtr0342931,2L,+,1250
FBgn0031693,FBtr0079066,2L,+,1666
FBgn0031694,FBtr0300456,2L,+,1709
FBgn0031695,FBtr0079068,2L,+,1606
FBgn0031696,FBtr0346455,2L,+,4279
FBgn0031697,FBtr0329970,2L,-,2616
FBgn0031698,FBtr0307041,2L,-,10041
FBgn0031700,FBtr0343227,2L,-,652
FBgn0031701,FBtr0307036,2L,+,552
FBgn0031702,FBtr0079079,2L,-,3231
FBgn0031703,FBtr0079077,2L,-,2054
FBgn0031707,FBtr0079094,2L,+,1213
FBgn0031708,FBtr0079130,2L,-,888
FBgn0031710,FBtr0079129,2L,-,2168
FBgn0031711,FBtr0079096,2L,+,1671
FBgn0031713,FBtr0079128,2L,-,1604
FBgn0031715,FBtr0079127,2L,-,836
FBgn0031716,FBtr0079126,2L,-,2148
FBgn0031717,FBtr0307060,2L,+,2281
FBgn0031718,FBtr0114511,2L,-,1127
FBgn0031719,FBtr0079103,2L,+,919
FBgn0031720,FBtr0079121,2L,-,955
FBgn0031721,FBtr0079104,2L,+,1179
FBgn0031722,FBtr0079118,2L,-,1482
FBgn0031723,FBtr0345749,2L,-,1243
FBgn0031724,FBtr0079109,2L,+,1804
FBgn0031725,FBtr0302933,2L,-,2988
FBgn0031726,FBtr0343243,2L,-,2501
FBgn0031728,FBtr0079110,2L,+,2162
FBgn0031729,FBtr0302949,2L,+,918
FBgn0031730,FBtr0343389,2L,+,2495
FBgn0031731,FBtr0343392,2L,-,1090
FBgn0031732,FBtr0079169,2L,-,2178
FBgn0031733,FBtr0332555,2L,-,2397
FBgn0031734,FBtr0079166,2L,-,3030
FBgn0031735,FBtr0079136,2L,+,1805
FBgn0031736,FBtr0079135,2L,+,4173
FBgn0031737,FBtr0079164,2L,-,1810
FBgn0031738,FBtr0301235,2L,-,5434
FBgn0031739,FBtr0079160,2L,-,1396
FBgn0031740,FBtr0079139,2L,+,1752
FBgn0031741,FBtr0306841,2L,+,2550
FBgn0031745,FBtr0079158,2L,-,2268
FBgn0031746,FBtr0079143,2L,+,561
FBgn0031747,FBtr0345750,2L,-,1382
FBgn0031749,FBtr0079153,2L,-,1363
FBgn0031751,FBtr0079151,2L,-,724
FBgn0031752,FBtr0273412,2L,+,4425
FBgn0031753,FBtr0079150,2L,-,1041
FBgn0031756,FBtr0079237,2L,-,2313
FBgn0031757,FBtr0079172,2L,+,1196
FBgn0031758,FBtr0079174,2L,+,1167
FBgn0031759,FBtr0345336,2L,-,7158
FBgn0031760,FBtr0113024,2L,+,3030
FBgn0031762,FBtr0079228,2L,-,3750
FBgn0031763,FBtr0079181,2L,+,832
FBgn0031764,FBtr0079225,2L,-,1534
FBgn0031765,FBtr0079224,2L,-,1842
FBgn0031766,FBtr0079222,2L,-,906
FBgn0031768,FBtr0079183,2L,+,1842
FBgn0031769,FBtr0346135,2L,+,2412
FBgn0031770,FBtr0079187,2L,+,3379
FBgn0031771,FBtr0343129,2L,-,1590
FBgn0031772,FBtr0343122,2L,+,631
FBgn0031773,FBtr0079215,2L,-,2285
FBgn0031774,FBtr0343123,2L,+,1498
FBgn0031775,FBtr0302213,2L,-,870
FBgn0031776,FBtr0079191,2L,+,595
FBgn0031777,FBtr0079213,2L,-,787
FBgn0031778,FBtr0308942,2L,+,1239
FBgn0031779,FBtr0079211,2L,-,2078
FBgn0031782,FBtr0333407,2L,-,1724
FBgn0031784,FBtr0079201,2L,+,1290
FBgn0031785,FBtr0079202,2L,+,5629
FBgn0031786,FBtr0079204,2L,+,855
FBgn0031791,FBtr0079243,2L,+,964
FBgn0031792,FBtr0079285,2L,-,877
FBgn0031799,FBtr0079284,2L,-,4546
FBgn0031800,FBtr0331225,2L,-,1774
FBgn0031801,FBtr0079282,2L,-,1514
FBgn0031802,FBtr0079281,2L,-,1722
