SYMBOL,tau,tissue,current_symbol,submitted_item,validated_id,FBID_KEY,ANNOTATION_SYMBOL,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,NAME,group
CG13018,0.790800060099103,testis,CG13018,CG13018,FBgn0040751,FBgn0040751,CG13018,2R,14157488,14157050,-1,-,"(0.75,0.8]"
CG13021,0.984907184167033,testis,CG13021,CG13021,FBgn0029669,FBgn0029669,CG13021,X,3515757,3514316,1,-,"(0.95,1]"
CG13022,0.663055876933041,fat.body,CG13022,CG13022,FBgn0036679,FBgn0036679,CG13022,3L,16938952,16938330,-1,-,"(0.65,0.7]"
CG13023,0.889256099945455,testis,CG13023,CG13023,FBgn0036677,FBgn0036677,CG13023,3L,16927434,16923914,-1,-,"(0.85,0.9]"
CG13024,0.720842933406706,gut,CG13024,CG13024,FBgn0036665,FBgn0036665,CG13024,3L,16829074,16809658,-1,-,"(0.7,0.75]"
CG13026,0.871975089309176,leg,CG13026,CG13026,FBgn0036656,FBgn0036656,CG13026,3L,16726169,16724678,-1,-,"(0.85,0.9]"
CG13028,0.742601764549629,malpighian.tubule,CG13028,CG13028,FBgn0036676,FBgn0036676,CG13028,3L,16923994,16923252,1,-,"(0.7,0.75]"
CG13029,0.989087811074003,testis,CG13029,CG13029,FBgn0036670,FBgn0036670,CG13029,3L,16861838,16860622,1,-,"(0.95,1]"
CG13031,0.897807482965877,trachea,CG13031,CG13031,FBgn0036655,FBgn0036655,CG13031,3L,16725375,16724861,1,-,"(0.85,0.9]"
CG13032,0.995421556985396,testis,CG13032,CG13032,FBgn0036652,FBgn0036652,CG13032,3L,16676264,16673964,1,-,"(0.95,1]"
CG13033,0.941938779791879,testis,CG13033,CG13033,FBgn0036638,FBgn0036638,CG13033,3L,16545628,16544567,-1,-,"(0.9,0.95]"
CG13038,0.956855973269064,testis,CG13038,CG13038,FBgn0040795,FBgn0040795,CG13038,3L,16327893,16327258,-1,-,"(0.95,1]"
CG13039,0.995396854860543,testis,CG13039,CG13039,FBgn0036609,FBgn0036609,CG13039,3L,16326762,16326057,-1,-,"(0.95,1]"
CG1304,0.970074880748515,malpighian.tubule,CG1304,CG1304,FBgn0031141,FBgn0031141,CG1304,X,20965419,20964527,-1,-,"(0.95,1]"
CG13040,0.995650495219127,testis,CG13040,CG13040,FBgn0036608,FBgn0036608,CG13040,3L,16326757,16325083,-1,-,"(0.95,1]"
CG13041,0.945760664579143,body,CG13041,CG13041,FBgn0036605,FBgn0036605,CG13041,3L,16319526,16318954,-1,-,"(0.9,0.95]"
CG13042,0.975393355612329,antenna,CG13042,CG13042,FBgn0036602,FBgn0036602,CG13042,3L,16308480,16307846,-1,-,"(0.95,1]"
CG13043,0.819134135086866,heart,CG13043,CG13043,FBgn0036600,FBgn0036600,CG13043,3L,16305870,16305225,-1,-,"(0.8,0.85]"
CG13044,0.98985369910109,testis,CG13044,CG13044,FBgn0036599,FBgn0036599,CG13044,3L,16303178,16302490,-1,-,"(0.95,1]"
CG13045,0.997548689798097,testis,CG13045,CG13045,FBgn0036596,FBgn0036596,CG13045,3L,16290950,16289712,-1,-,"(0.95,1]"
CG13046,0.831844216996842,head,CG13046,CG13046,FBgn0036595,FBgn0036595,CG13046,3L,16288422,16287580,-1,-,"(0.8,0.85]"
CG13047,0.873696934858937,body,CG13047,CG13047,FBgn0036594,FBgn0036594,CG13047,3L,16285396,16284680,-1,-,"(0.85,0.9]"
CG13048,1,body,CG13048,CG13048,FBgn0036593,FBgn0036593,CG13048,3L,16283921,16282809,-1,-,"(0.95,1]"
CG13049,0.948863734070143,testis,CG13049,CG13049,FBgn0036592,FBgn0036592,CG13049,3L,16281930,16281132,-1,-,"(0.9,0.95]"
CG13050,1,testis,CG13050,CG13050,FBgn0036591,FBgn0036591,CG13050,3L,16279271,16278458,-1,-,"(0.95,1]"
CG13051,0.899125076254258,trachea,CG13051,CG13051,FBgn0040799,FBgn0040799,CG13051,3L,16265100,16264713,-1,-,"(0.85,0.9]"
CG13053,0.909738660167113,oenocyte,CG13053,CG13053,FBgn0040801,FBgn0040801,CG13053,3L,16259722,16259037,-1,-,"(0.9,0.95]"
CG13054,0.98447959599084,head,CG13054,CG13054,FBgn0036584,FBgn0036584,CG13054,3L,16257191,16255852,-1,-,"(0.95,1]"
CG13055,0.895529380964031,head,CG13055,CG13055,FBgn0036583,FBgn0036583,CG13055,3L,16252355,16249560,-1,-,"(0.85,0.9]"
CG13056,0.925354023727573,body,CG13056,CG13056,FBgn0040794,FBgn0040794,CG13056,3L,16333782,16333313,1,-,"(0.9,0.95]"
CG13058,0.950343884950082,male.reproductive.glands,CG13058,CG13058,FBgn0036610,FBgn0036610,CG13058,3L,16329534,16328841,1,-,"(0.95,1]"
CG13059,0.978964197551529,gut,CG13059,CG13059,FBgn0036607,FBgn0036607,CG13059,3L,16324308,16323672,1,-,"(0.95,1]"
CG13060,0.996933899106418,body,CG13060,CG13060,FBgn0036606,FBgn0036606,CG13060,3L,16320454,16319856,1,-,"(0.95,1]"
CG13062,0.820956916184858,male.reproductive.glands,CG13062,CG13062,FBgn0036603,FBgn0036603,CG13062,3L,16315149,16314285,1,-,"(0.8,0.85]"
CG13063,0.934649895808856,body,CG13063,CG13063,FBgn0036601,FBgn0036601,CG13063,3L,16307205,16306600,1,-,"(0.9,0.95]"
CG13065,0.956571767639507,wing,CG13065,CG13065,FBgn0036590,FBgn0036590,CG13065,3L,16278180,16277435,1,-,"(0.95,1]"
CG13066,0.954791011887199,body,CG13066,CG13066,FBgn0040797,FBgn0040797,CG13066,3L,16273608,16272909,1,-,"(0.95,1]"
CG13067,0.893542916563865,trachea,CG13067,CG13067,FBgn0036589,FBgn0036589,CG13067,3L,16271918,16271282,1,-,"(0.85,0.9]"
CG13068,0.925510272122125,trachea,CG13068,CG13068,FBgn0036588,FBgn0036588,CG13068,3L,16269911,16269392,1,-,"(0.9,0.95]"
CG13069,0.803001927855666,body.wall,CG13069,CG13069,FBgn0040798,FBgn0040798,CG13069,3L,16265804,16265385,1,-,"(0.8,0.85]"
CG1307,0.812611080911363,testis,CG1307,CG1307,FBgn0026566,FBgn0026566,CG1307,3R,6657442,6656030,-1,-,"(0.8,0.85]"
CG13070,1,testis,CG13070,CG13070,FBgn0036586,FBgn0036586,CG13070,3L,16264151,16263343,1,-,"(0.95,1]"
CG13071,0.996027724781786,head,CG13071,CG13071,FBgn0036585,FBgn0036585,CG13071,3L,16263247,16262740,1,-,"(0.95,1]"
CG13073,0.840598396994721,male.reproductive.glands,CG13073,CG13073,FBgn0036577,FBgn0036577,CG13073,3L,16217303,16213051,-1,-,"(0.8,0.85]"
CG13074,0.864396029454075,testis,CG13074,CG13074,FBgn0036567,FBgn0036567,CG13074,3L,16097493,16095768,-1,-,"(0.85,0.9]"
CG13075,0.984458318831467,malpighian.tubule,CG13075,CG13075,FBgn0036563,FBgn0036563,CG13075,3L,16085264,16083993,1,-,"(0.95,1]"
CG13077,0.76926228528052,head,CG13077,CG13077,FBgn0032810,FBgn0032810,CG13077,2L,19567359,19565863,1,-,"(0.75,0.8]"
CG13078,0.952404057505356,fat.body,CG13078,CG13078,FBgn0032809,FBgn0032809,CG13078,2L,19565158,19563930,1,-,"(0.95,1]"
CG13081,0.952575347968873,trachea,CG13081,CG13081,FBgn0032804,FBgn0032804,CG13081,2L,19541540,19540607,1,-,"(0.95,1]"
CG13082,0.972042103180872,trachea,CG13082,CG13082,FBgn0032803,FBgn0032803,CG13082,2L,19539740,19538425,1,-,"(0.95,1]"
CG13083,0.994552176075075,ovary,CG13083,CG13083,FBgn0032789,FBgn0032789,CG13083,2L,19488691,19487490,1,-,"(0.95,1]"
CG13084,0.990485909183583,ovary,CG13084,CG13084,FBgn0032788,FBgn0032788,CG13084,2L,19486532,19484930,1,-,"(0.95,1]"
CG13085,0.838854749430258,malpighian.tubule,CG13085,CG13085,FBgn0032780,FBgn0032780,CG13085,2L,19430270,19424050,1,-,"(0.8,0.85]"
CG13086,0.888674567433752,malpighian.tubule,CG13086,CG13086,FBgn0032770,FBgn0032770,CG13086,2L,19365470,19364375,1,-,"(0.85,0.9]"
CG13088,0.97487069905089,testis,CG13088,CG13088,FBgn0032047,FBgn0032047,CG13088,2L,8490546,8488981,1,-,"(0.95,1]"
CG1309,0.677426163098518,testis,CG1309,CG1309,FBgn0035519,FBgn0035519,CG1309,3L,4261643,4259430,1,-,"(0.65,0.7]"
CG13096,0.802608904226563,ovary,CG13096,CG13096,FBgn0032050,FBgn0032050,CG13096,2L,8511866,8509069,-1,-,"(0.8,0.85]"
CG13097,0.718610026150619,ovary,CG13097,CG13097,FBgn0032051,FBgn0032051,CG13097,2L,8514868,8512174,-1,-,"(0.7,0.75]"
CG13101,0.727905099577099,malpighian.tubule,CG13101,CG13101,FBgn0032084,FBgn0032084,CG13101,2L,8984872,8977834,-1,-,"(0.7,0.75]"
CG13102,0.914786579139307,gut,CG13102,CG13102,FBgn0032088,FBgn0032088,CG13102,2L,9014149,9012188,1,-,"(0.9,0.95]"
CG13108,0.753712673743863,head,CG13108,CG13108,FBgn0032100,FBgn0032100,CG13108,2L,9165426,9164235,1,-,"(0.75,0.8]"
CG13110,0.993980940672564,testis,CG13110,CG13110,FBgn0032111,FBgn0032111,CG13110,2L,9350996,9350470,1,-,"(0.95,1]"
CG13113,0.994325674641716,ovary,CG13113,CG13113,FBgn0032126,FBgn0032126,CG13113,2L,9544875,9544171,1,-,"(0.95,1]"
CG13114,0.990490976599472,ovary,CG13114,CG13114,FBgn0032127,FBgn0032127,CG13114,2L,9547424,9545811,1,-,"(0.95,1]"
CG13116,0.804246187205437,trachea,CG13116,CG13116,FBgn0032139,FBgn0032139,CG13116,2L,9730945,9729940,1,-,"(0.8,0.85]"
CG13117,0.720134658193718,trachea,CG13117,CG13117,FBgn0032140,FBgn0032140,CG13117,2L,9737949,9736645,1,-,"(0.7,0.75]"
CG13123,0.662491040663143,testis,CG13123,CG13123,FBgn0032150,FBgn0032150,CG13123,2L,9793107,9791961,-1,-,"(0.65,0.7]"
CG13124,0.6404045469486,leg,CG13124,CG13124,FBgn0032156,FBgn0032156,CG13124,2L,9908633,9903279,-1,-,"(0.6,0.65]"
CG13126,0.604578352520572,trachea,CG13126,CG13126,FBgn0032168,FBgn0032168,CG13126,2L,9954181,9952072,-1,-,"(0.6,0.65]"
CG13127,0.996753609169601,testis,CG13127,CG13127,FBgn0032176,FBgn0032176,CG13127,2L,10029298,10026676,1,-,"(0.95,1]"
CG13131,0.990504278406251,testis,CG13131,CG13131,FBgn0032175,FBgn0032175,CG13131,2L,10017463,10013227,-1,-,"(0.95,1]"
CG13133,0.98674040436283,antenna,CG13133,CG13133,FBgn0032181,FBgn0032181,CG13133,2L,10092389,10091208,-1,-,"(0.95,1]"
CG13135,0.861661087490102,head,CG13135,CG13135,FBgn0032184,FBgn0032184,CG13135,2L,10122771,10122129,-1,-,"(0.85,0.9]"
CG13137,0.98371037322858,testis,CG13137,CG13137,FBgn0032188,FBgn0032188,CG13137,2L,10174090,10172702,1,-,"(0.95,1]"
CG13138,0.921548176013577,ovary,CG13138,CG13138,FBgn0032211,FBgn0032211,CG13138,2L,10302018,10299977,-1,-,"(0.9,0.95]"
CG1314,0.988994935392022,testis,CG1314,CG1314,FBgn0031134,FBgn0031134,CG1314,X,20869397,20867989,-1,-,"(0.95,1]"
CG13144,0.748341349861612,leg,CG13144,CG13144,FBgn0032260,FBgn0032260,CG13144,2L,10491454,10489900,-1,-,"(0.7,0.75]"
CG13148,0.97416021918685,testis,CG13148,CG13148,FBgn0033767,FBgn0033767,CG13148,2R,12688786,12686249,1,-,"(0.95,1]"
CG13151,0.880229593899333,testis,CG13151,CG13151,FBgn0033750,FBgn0033750,CG13151,2R,12517284,12515375,1,-,"(0.85,0.9]"
CG13154,0.772737301482161,fat.body,CG13154,CG13154,FBgn0033736,FBgn0033736,CG13154,2R,12427861,12426883,-1,-,"(0.75,0.8]"
CG13155,0.970566209673903,body.wall,CG13155,CG13155,FBgn0033723,FBgn0033723,CG13155,2R,12380426,12379614,-1,-,"(0.95,1]"
CG13157,0.924018077418345,male.reproductive.glands,CG13157,CG13157,FBgn0033732,FBgn0033732,CG13157,2R,12418231,12416044,1,-,"(0.9,0.95]"
CG13159,0.884850280056142,malpighian.tubule,CG13159,CG13159,FBgn0033721,FBgn0033721,CG13159,2R,12375678,12375286,1,-,"(0.85,0.9]"
CG1316,0.815657781521508,male.reproductive.glands,CG1316,CG1316,FBgn0035526,FBgn0035526,CG1316,3L,4286865,4283851,1,-,"(0.8,0.85]"
CG13160,0.988529212029397,malpighian.tubule,CG13160,CG13160,FBgn0033720,FBgn0033720,CG13160,2R,12375081,12371594,1,-,"(0.95,1]"
CG13168,0.99233179683974,testis,CG13168,CG13168,FBgn0033705,FBgn0033705,CG13168,2R,12255701,12253992,1,-,"(0.95,1]"
CG1317,0.615785947089105,testis,CG1317,CG1317,FBgn0035333,FBgn0035333,CG1317,3L,2371939,2367843,-1,-,"(0.6,0.65]"
CG13170,0.991424236388653,fat.body,CG13170,CG13170,FBgn0033703,FBgn0033703,CG13170,2R,12240813,12240399,1,-,"(0.95,1]"
CG13171,0.99384270007481,testis,CG13171,CG13171,FBgn0033701,FBgn0033701,CG13171,2R,12214395,12214010,1,-,"(0.95,1]"
CG13177,0.866204670350369,leg,CG13177,CG13177,FBgn0040759,FBgn0040759,CG13177,2R,12164896,12163675,1,-,"(0.85,0.9]"
CG13185,0.661342832346756,ovary,CG13185,CG13185,FBgn0033661,FBgn0033661,CG13185,2R,11885585,11867876,-1,-,"(0.65,0.7]"
CG13186,0.995401520236127,testis,CG13186,CG13186,FBgn0033680,FBgn0033680,CG13186,2R,12082057,12081276,1,-,"(0.95,1]"
CG13192,0.733757184954627,trachea,CG13192,CG13192,FBgn0033653,FBgn0033653,CG13192,2R,11827097,11825345,1,-,"(0.7,0.75]"
CG13193,0.964456700773318,testis,CG13193,CG13193,FBgn0033650,FBgn0033650,CG13193,2R,11769561,11768453,1,-,"(0.95,1]"
CG13196,0.752152968484554,male.reproductive.glands,CG13196,CG13196,FBgn0033645,FBgn0033645,CG13196,2R,11686434,11684165,-1,-,"(0.75,0.8]"
CG13197,0.576058251645727,testis,CG13197,CG13197,FBgn0062449,FBgn0062449,CG13197,2R,11697785,11691285,1,-,"(0.55,0.6]"
CG13198,0.830752318092958,ovary,CG13198,CG13198,FBgn0033640,FBgn0033640,CG13198,2R,11655762,11654898,1,-,"(0.8,0.85]"
CG13202,0.983519299080862,testis,CG13202,CG13202,FBgn0033623,FBgn0033623,CG13202,2R,11356600,11356114,-1,-,"(0.95,1]"
CG13203,0.899257458851375,testis,CG13203,CG13203,FBgn0033628,FBgn0033628,CG13203,2R,11377109,11373607,1,-,"(0.85,0.9]"
CG13204,0.57625020418302,head,CG13204,CG13204,FBgn0033627,FBgn0033627,CG13204,2R,11370287,11366710,1,-,"(0.55,0.6]"
CG13215,0.817848693783024,gut,CG13215,CG13215,FBgn0033592,FBgn0033592,CG13215,2R,11240114,11239494,-1,-,"(0.8,0.85]"
CG13217,1,body,CG13217,CG13217,FBgn0033590,FBgn0033590,CG13217,2R,11236686,11236203,-1,-,"(0.95,1]"
CG13218,0.926203539712794,ovary,CG13218,CG13218,FBgn0033587,FBgn0033587,CG13218,2R,11233714,11233192,-1,-,"(0.9,0.95]"
CG13220,0.726360972864767,testis,CG13220,CG13220,FBgn0033608,FBgn0033608,CG13220,2R,11285098,11284283,1,-,"(0.7,0.75]"
CG13223,0.996466086455902,testis,CG13223,CG13223,FBgn0033599,FBgn0033599,CG13223,2R,11258767,11256507,1,-,"(0.95,1]"
CG13226,0.869864646318985,gut,CG13226,CG13226,FBgn0033594,FBgn0033594,CG13226,2R,11245199,11244247,1,-,"(0.85,0.9]"
CG13227,0.924710204876564,ovary,CG13227,CG13227,FBgn0033589,FBgn0033589,CG13227,2R,11235755,11235252,1,-,"(0.9,0.95]"
CG13228,0.947155441896008,ovary,CG13228,CG13228,FBgn0033588,FBgn0033588,CG13228,2R,11234465,11233995,1,-,"(0.9,0.95]"
CG13229,0.775039530540304,testis,CG13229,CG13229,FBgn0033579,FBgn0033579,CG13229,2R,11172206,11139304,-1,-,"(0.75,0.8]"
CG13230,0.996398875469039,testis,CG13230,CG13230,FBgn0040764,FBgn0040764,CG13230,2R,11155293,11154896,1,-,"(0.95,1]"
CG13231,0.895049280357162,testis,CG13231,CG13231,FBgn0033580,FBgn0033580,CG13231,2R,11147128,11146289,1,-,"(0.85,0.9]"
CG13239,0.993463166336163,testis,CG13239,CG13239,FBgn0037197,FBgn0037197,CG13239,3L,22861490,22860787,1,-,"(0.95,1]"
CG1324,0.995071358080573,testis,CG1324,CG1324,FBgn0031129,FBgn0031129,CG1324,X,20735960,20734455,-1,-,"(0.95,1]"
CG13243,0.996098788380599,testis,CG13243,CG13243,FBgn0028903,FBgn0028903,CG13243,2L,15854110,15852592,1,-,"(0.95,1]"
CG13244,0.994882930594688,testis,CG13244,CG13244,FBgn0032577,FBgn0032577,CG13244,2L,15917607,15916888,1,-,"(0.95,1]"
CG13247,0.581275129968517,wing,CG13247,CG13247,FBgn0036979,FBgn0036979,CG13247,3L,20371746,20370313,1,-,"(0.55,0.6]"
CG13248,0.868463076321678,wing,CG13248,CG13248,FBgn0036984,FBgn0036984,CG13248,3L,20410566,20407103,-1,-,"(0.85,0.9]"
CG13250,0.809291290167598,fat.body,CG13250,CG13250,FBgn0037013,FBgn0037013,CG13250,3L,20535335,20533709,1,-,"(0.8,0.85]"
CG13251,0.921448243944489,wing,CG13251,CG13251,FBgn0037014,FBgn0037014,CG13251,3L,20640910,20637199,1,-,"(0.9,0.95]"
CG13252,0.781741548556047,malpighian.tubule,CG13252,CG13252,FBgn0037016,FBgn0037016,CG13252,3L,20744508,20730591,1,-,"(0.75,0.8]"
CG13255,0.827604506575151,male.reproductive.glands,CG13255,CG13255,FBgn0040636,FBgn0040636,CG13255,3L,20838839,20837488,1,-,"(0.8,0.85]"
CG13258,0.532830156839922,leg,CG13258,CG13258,FBgn0032582,FBgn0032582,CG13258,2L,16293025,16292010,-1,-,"(0.5,0.55]"
CG13272,0.922429586422196,head,CG13272,CG13272,FBgn0086673,FBgn0086673,CG13272,2L,16816069,16804884,1,-,"(0.9,0.95]"
CG13280,0.969494226927349,testis,CG13280,CG13280,FBgn0032609,FBgn0032609,CG13280,2L,16821093,16802026,-1,-,"(0.95,1]"
CG13282,0.942480610346948,testis,CG13282,CG13282,FBgn0032612,FBgn0032612,CG13282,2L,16834502,16832065,-1,-,"(0.9,0.95]"
CG13284,0.747310008607901,oenocyte,CG13284,CG13284,FBgn0032614,FBgn0032614,CG13284,2L,16848716,16842300,-1,-,"(0.7,0.75]"
CG13285,0.868445390415443,gut,CG13285,CG13285,FBgn0035611,FBgn0035611,CG13285,3L,5535759,5533968,-1,-,"(0.85,0.9]"
CG13287,0.949135965962554,body,CG13287,CG13287,FBgn0035643,FBgn0035643,CG13287,3L,5884090,5882304,1,-,"(0.9,0.95]"
CG13288,0.916434077252062,testis,CG13288,CG13288,FBgn0035648,FBgn0035648,CG13288,3L,5917540,5907381,1,-,"(0.9,0.95]"
CG13293,0.838729650367329,wing,CG13293,CG13293,FBgn0035677,FBgn0035677,CG13293,3L,6092188,6082883,1,-,"(0.8,0.85]"
CG13295,0.740516286735241,malpighian.tubule,CG13295,CG13295,FBgn0035674,FBgn0035674,CG13295,3L,6075245,6073490,-1,-,"(0.7,0.75]"
CG13297,0.837504399207327,body,CG13297,CG13297,FBgn0035685,FBgn0035685,CG13297,3L,6157377,6156592,-1,-,"(0.8,0.85]"
CG13299,0.94906535404478,ovary,CG13299,CG13299,FBgn0035694,FBgn0035694,CG13299,3L,6232361,6231805,-1,-,"(0.9,0.95]"
CG13300,0.680368945885685,haltere,CG13300,CG13300,FBgn0035699,FBgn0035699,CG13300,3L,6352390,6329324,-1,-,"(0.65,0.7]"
CG13305,0.97710702211342,head,CG13305,CG13305,FBgn0035921,FBgn0035921,CG13305,3L,8646822,8644916,-1,-,"(0.95,1]"
CG13306,0.926493108312503,leg,CG13306,CG13306,FBgn0040828,FBgn0040828,CG13306,3L,8749726,8749139,-1,-,"(0.9,0.95]"
CG13308,0.999717723746607,malpighian.tubule,CG13308,CG13308,FBgn0035932,FBgn0035932,CG13308,3L,8809307,8808544,1,-,"(0.95,1]"
CG13309,0.995765114789987,malpighian.tubule,CG13309,CG13309,FBgn0035933,FBgn0035933,CG13309,3L,8811265,8810395,1,-,"(0.95,1]"
CG13310,0.999005984865594,malpighian.tubule,CG13310,CG13310,FBgn0035928,FBgn0035928,CG13310,3L,8800532,8798730,-1,-,"(0.95,1]"
CG13311,0.996144734158654,malpighian.tubule,CG13311,CG13311,FBgn0035929,FBgn0035929,CG13311,3L,8802164,8801540,-1,-,"(0.95,1]"
CG13312,1,malpighian.tubule,CG13312,CG13312,FBgn0035931,FBgn0035931,CG13312,3L,8807213,8805811,-1,-,"(0.95,1]"
CG13313,0.988441873265678,malpighian.tubule,CG13313,CG13313,FBgn0035941,FBgn0035941,CG13313,3L,8960921,8958857,1,-,"(0.95,1]"
CG13314,0.623027073492246,antenna,CG13314,CG13314,FBgn0035949,FBgn0035949,CG13314,3L,8983212,8981795,1,-,"(0.6,0.65]"
CG13315,0.78397094563731,fat.body,CG13315,CG13315,FBgn0040827,FBgn0040827,CG13315,3L,9097494,9096877,1,-,"(0.75,0.8]"
CG13318,0.852962520913309,malpighian.tubule,CG13318,CG13318,FBgn0037627,FBgn0037627,CG13318,3R,8772691,8771246,-1,-,"(0.85,0.9]"
CG13319,0.650706480181276,ovary,CG13319,CG13319,FBgn0033781,FBgn0033781,CG13319,2R,12924664,12923904,1,-,"(0.65,0.7]"
CG13321,0.956809577735071,gut,CG13321,CG13321,FBgn0033787,FBgn0033787,CG13321,2R,12955712,12953112,1,-,"(0.95,1]"
CG13323,0.925277400459333,malpighian.tubule,CG13323,CG13323,FBgn0033788,FBgn0033788,CG13323,2R,13047256,13044695,-1,-,"(0.9,0.95]"
CG13324,0.975934772721453,gut,CG13324,CG13324,FBgn0033789,FBgn0033789,CG13324,2R,13049656,13049146,-1,-,"(0.95,1]"
CG13325,0.878675581143219,gut,CG13325,CG13325,FBgn0033792,FBgn0033792,CG13325,2R,13126014,13110769,1,-,"(0.85,0.9]"
CG13326,0.992089682039133,testis,CG13326,CG13326,FBgn0033794,FBgn0033794,CG13326,2R,13132455,13129511,-1,-,"(0.95,1]"
CG13330,0.996103086675642,testis,CG13330,CG13330,FBgn0033848,FBgn0033848,CG13330,2R,13517452,13515259,1,-,"(0.95,1]"
CG13331,0.96238212768934,wing,CG13331,CG13331,FBgn0033850,FBgn0033850,CG13331,2R,13523375,13521769,1,-,"(0.95,1]"
CG13332,0.959095827517078,antenna,CG13332,CG13332,FBgn0033851,FBgn0033851,CG13332,2R,13526448,13525377,1,-,"(0.95,1]"
CG13334,0.994239197267314,testis,CG13334,CG13334,FBgn0033856,FBgn0033856,CG13334,2R,13560768,13558545,1,-,"(0.95,1]"
CG13337,0.981103701171168,testis,CG13337,CG13337,FBgn0033863,FBgn0033863,CG13337,2R,13667756,13665114,1,-,"(0.95,1]"
CG13339,0.654815902186293,trachea,CG13339,CG13339,FBgn0033871,FBgn0033871,CG13339,2R,13825572,13824858,1,-,"(0.65,0.7]"
CG13344,0.747915781298943,testis,CG13344,CG13344,FBgn0033884,FBgn0033884,CG13344,2R,13864156,13861997,1,-,"(0.7,0.75]"
CG13358,0.662129779417766,testis,CG13358,CG13358,FBgn0026874,FBgn0026874,CG13358,X,804921,803424,-1,-,"(0.65,0.7]"
CG13359,0.993960404390082,testis,CG13359,CG13359,FBgn0025616,FBgn0025616,CG13359,X,803470,801669,-1,-,"(0.95,1]"
CG13360,0.840391433386958,fat.body,CG13360,CG13360,FBgn0025620,FBgn0025620,CG13360,X,790089,787855,-1,-,"(0.8,0.85]"
CG13361,0.615936994141693,gut,CG13361,CG13361,FBgn0029532,FBgn0029532,CG13361,X,753653,752011,-1,-,"(0.6,0.65]"
CG13362,0.409615734028479,male.reproductive.glands,CG13362,CG13362,FBgn0029531,FBgn0029531,CG13362,X,751301,749241,-1,-,"(0.4,0.45]"
CG13364,0.508130669041656,ovary,CG13364,CG13364,FBgn0026879,FBgn0026879,CG13364,X,625203,624757,-1,-,"(0.5,0.55]"
CG13365,0.476157215734254,testis,CG13365,CG13365,FBgn0029529,FBgn0029529,CG13365,X,621215,620717,-1,-,"(0.45,0.5]"
CG13367,0.593206450916396,testis,CG13367,CG13367,FBgn0025634,FBgn0025634,CG13367,X,646386,644761,1,-,"(0.55,0.6]"
CG13369,0.560128014483268,malpighian.tubule,CG13369,CG13369,FBgn0025640,FBgn0025640,CG13369,X,624765,623468,1,-,"(0.55,0.6]"
CG13373,0.84787612801034,trachea,CG13373,CG13373,FBgn0029522,FBgn0029522,CG13373,X,478191,476984,1,-,"(0.8,0.85]"
CG13375,0.80347745946255,wing,CG13375,CG13375,FBgn0040370,FBgn0040370,CG13375,X,294962,283186,-1,-,"(0.8,0.85]"
CG13376,0.850818482656744,testis,CG13376,CG13376,FBgn0029518,FBgn0029518,CG13376,X,267028,265724,-1,-,"(0.85,0.9]"
CG13377,0.649627817644516,proboscis,CG13377,CG13377,FBgn0261446,FBgn0261446,CG13377,X,263999,258335,-1,-,"(0.6,0.65]"
CG13384,0.511437196882698,malpighian.tubule,CG13384,CG13384,FBgn0032036,FBgn0032036,CG13384,2L,8388804,8384455,1,-,"(0.5,0.55]"
CG13385,0.996729852213548,testis,CG13385,CG13385,FBgn0032039,FBgn0032039,CG13385,2L,8397886,8396649,1,-,"(0.95,1]"
CG13386,0.974291368413309,testis,CG13386,CG13386,FBgn0032040,FBgn0032040,CG13386,2L,8400078,8399021,1,-,"(0.95,1]"
CG1339,0.920029623425837,malpighian.tubule,CG1339,CG1339,FBgn0033202,FBgn0033202,CG1339,2R,7660588,7659104,-1,-,"(0.9,0.95]"
CG13390,0.716664972844415,testis,CG13390,CG13390,FBgn0032031,FBgn0032031,CG13390,2L,8376797,8375502,-1,-,"(0.7,0.75]"
CG13392,0.781073006664145,trachea,CG13392,CG13392,FBgn0032033,FBgn0032033,CG13392,2L,8382807,8381821,-1,-,"(0.75,0.8]"
CG13397,0.869188591338581,trachea,CG13397,CG13397,FBgn0014417,FBgn0014417,CG13397,2L,8411868,8408888,-1,-,"(0.85,0.9]"
CG13398,0.573000675813366,fat.body,CG13398,CG13398,FBgn0032042,FBgn0032042,CG13398,2L,8415256,8412144,-1,-,"(0.55,0.6]"
CG13403,0.967220085396198,male.reproductive.glands,CG13403,CG13403,FBgn0030544,FBgn0030544,CG13403,X,14192018,14191220,-1,-,"(0.95,1]"
CG13404,0.918574781277022,wing,CG13404,CG13404,FBgn0030559,FBgn0030559,CG13404,X,14266250,14264737,-1,-,"(0.9,0.95]"
CG13405,0.977505555364146,testis,CG13405,CG13405,FBgn0035097,FBgn0035097,CG13405,3L,75332,73945,-1,-,"(0.95,1]"
CG13407,0.921401809801862,antenna,CG13407,CG13407,FBgn0038931,FBgn0038931,CG13407,3R,22105590,22103414,1,-,"(0.9,0.95]"
CG13408,0.605720102159812,head,CG13408,CG13408,FBgn0038929,FBgn0038929,CG13408,3R,22083473,22080382,1,-,"(0.6,0.65]"
CG13409,0.813381457783051,head,CG13409,CG13409,FBgn0038926,FBgn0038926,CG13409,3R,22031900,22029440,-1,-,"(0.8,0.85]"
CG13423,0.97654983103393,testis,CG13423,CG13423,FBgn0034513,FBgn0034513,CG13423,2R,20538264,20536578,1,-,"(0.95,1]"
