ensembl_id,gene_age,gene_Interval
FBgn0037680,>4290,>4290
FBgn0064126,1064,1023-1105
FBgn0013348,987,952-1023
FBgn0033876,987,952-1023
FBgn0035024,987,952-1023
FBgn0032880,886,824-948
FBgn0010660,886,824-948
FBgn0034970,886,824-948
FBgn0260860,886,824-948
FBgn0261004,291,272-310
FBgn0031545,202,132-272
FBgn0037085,775,753-797
FBgn0036291,775,753-797
FBgn0036549,987,952-1023
FBgn0004047,91,50-132
FBgn0005391,341,325-358
FBgn0004045,91,50-132
FBgn0041789,35,34-37
FBgn0025631,950,948-952
FBgn0032387,950,948-952
FBgn0016983,950,948-952
FBgn0035281,556,530-583
FBgn0036878,505,480-530
FBgn0263111,91,50-132
FBgn0037737,91,50-132
FBgn0033031,91,50-132
FBgn0031986,43,37-50
FBgn0031988,950,948-952
FBgn0004584,950,948-952
FBgn0264911,950,948-952
FBgn0028412,950,948-952
FBgn0262101,950,948-952
FBgn0037086,950,948-952
FBgn0261059,950,948-952
FBgn0037133,950,948-952
FBgn0051789,91,50-132
FBgn0262794,91,50-132
FBgn0085306,91,50-132
FBgn0037500,91,50-132
FBgn0261845,91,50-132
FBgn0262810,91,50-132
FBgn0040343,91,50-132
FBgn0029539,91,50-132
FBgn0042146,22,11-34
FBgn0040365,22,11-34
FBgn0029552,22,11-34
FBgn0052814,22,11-34
FBgn0040362,91,50-132
FBgn0052811,91,50-132
FBgn0052806,91,50-132
FBgn0029589,22,11-34
FBgn0029590,22,11-34
FBgn0052655,22,11-34
FBgn0085352,35,34-37
FBgn0262536,91,50-132
FBgn0250904,91,50-132
FBgn0085464,91,50-132
FBgn0029750,91,50-132
FBgn0029729,91,50-132
FBgn0029728,91,50-132
FBgn0029724,22,11-34
FBgn0029707,22,11-34
FBgn0029705,22,11-34
FBgn0029702,22,11-34
FBgn0262609,22,11-34
FBgn0052774,22,11-34
FBgn0029694,91,50-132
FBgn0029669,91,50-132
FBgn0003374,91,50-132
FBgn0003086,91,50-132
FBgn0010296,91,50-132
FBgn0029645,91,50-132
FBgn0029603,91,50-132
FBgn0029596,91,50-132
FBgn0011837,91,50-132
FBgn0030429,91,50-132
FBgn0052650,91,50-132
FBgn0052644,91,50-132
FBgn0052643,91,50-132
FBgn0030441,91,50-132
FBgn0030462,91,50-132
FBgn0030501,91,50-132
FBgn0052598,35,34-37
FBgn0052601,35,34-37
FBgn0030538,35,34-37
FBgn0030563,35,34-37
FBgn0030566,35,34-37
FBgn0030583,35,34-37
FBgn0030643,35,34-37
FBgn0030647,35,34-37
FBgn0030667,35,34-37
FBgn0263748,35,34-37
FBgn0030319,35,34-37
FBgn0030296,35,34-37
FBgn0031093,35,34-37
FBgn0031022,35,34-37
FBgn0030033,35,34-37
FBgn0029986,35,34-37
FBgn0029989,35,34-37
FBgn0029987,35,34-37
FBgn0052718,35,34-37
FBgn0029952,35,34-37
FBgn0052720,35,34-37
FBgn0262827,35,34-37
FBgn0040923,35,34-37
FBgn0052726,35,34-37
FBgn0261616,35,34-37
FBgn0261615,35,34-37
FBgn0259098,35,34-37
FBgn0261849,35,34-37
FBgn0029946,35,34-37
FBgn0029817,35,34-37
FBgn0085350,35,34-37
FBgn0030770,35,34-37
FBgn0264739,35,34-37
FBgn0016080,35,34-37
FBgn0030824,35,34-37
FBgn0030841,35,34-37
FBgn0030846,35,34-37
FBgn0030886,35,34-37
FBgn0262607,35,34-37
FBgn0262874,35,34-37
FBgn0030898,35,34-37
FBgn0030905,35,34-37
FBgn0085357,35,34-37
FBgn0030936,35,34-37
FBgn0030940,35,34-37
FBgn0030952,35,34-37
FBgn0030979,35,34-37
FBgn0039131,341,325-358
FBgn0032136,950,948-952
FBgn0087002,556,530-583
FBgn0011642,556,530-583
FBgn0052672,886,824-948
FBgn0053635,1488,1480-1496
FBgn0263930,950,948-952
FBgn0020633,>4290,>4290
FBgn0019960,>4290,>4290
FBgn0264712,>4290,>4290
FBgn0039667,886,824-948
FBgn0039714,1292,1105-1480
FBgn0034938,1292,1105-1480
FBgn0028700,>4290,>4290
FBgn0025781,1714,1660-1768
FBgn0038590,1714,1660-1768
FBgn0029881,886,824-948
FBgn0051663,950,948-952
FBgn0259140,950,948-952
FBgn0035610,950,948-952
FBgn0030735,1064,1023-1105
FBgn0030183,1714,1660-1768
FBgn0010246,1488,1480-1496
FBgn0263605,1488,1480-1496
FBgn0039117,1488,1480-1496
FBgn0002021,317,310-325
FBgn0033093,317,310-325
FBgn0050147,317,310-325
FBgn0053100,>4290,>4290
FBgn0053181,>4290,>4290
FBgn0085385,775,753-797
FBgn0034300,775,753-797
FBgn0265298,775,753-797
FBgn0030790,775,753-797
FBgn0039589,775,753-797
FBgn0036255,775,753-797
FBgn0052296,775,753-797
FBgn0261477,419,358-480
FBgn0031598,419,358-480
FBgn0031832,419,358-480
FBgn0035498,987,952-1023
FBgn0036688,987,952-1023
FBgn0250788,987,952-1023
FBgn0261573,810,797-824
FBgn0086657,987,952-1023
FBgn0264449,987,952-1023
FBgn0028360,1488,1480-1496
FBgn0032677,1488,1480-1496
FBgn0038974,1064,1023-1105
FBgn0039348,1064,1023-1105
FBgn0263998,950,948-952
FBgn0036376,987,952-1023
FBgn0260962,1488,1480-1496
FBgn0037995,202,132-272
FBgn0265778,1488,1480-1496
FBgn0015283,1488,1480-1496
FBgn0263391,1488,1480-1496
FBgn0024188,1488,1480-1496
FBgn0034061,1488,1480-1496
FBgn0032016,1488,1480-1496
FBgn0034085,291,272-310
FBgn0001248,291,272-310
FBgn0032195,291,272-310
FBgn0002174,1488,1480-1496
FBgn0038318,775,753-797
FBgn0035147,>4290,>4290
FBgn0037647,1714,1660-1768
FBgn0004132,1714,1660-1768
FBgn0039536,1714,1660-1768
FBgn0032518,>4290,>4290
FBgn0039357,987,952-1023
FBgn0022702,748,743-753
FBgn0024728,748,743-753
FBgn0040397,775,753-797
FBgn0005666,810,797-824
FBgn0039943,1292,1105-1480
FBgn0036486,1714,1660-1768
FBgn0039157,987,952-1023
FBgn0002431,1488,1480-1496
FBgn0001142,419,358-480
FBgn0264494,419,358-480
FBgn0025683,419,358-480
FBgn0031515,341,325-358
FBgn0031449,1714,1660-1768
FBgn0052091,1714,1660-1768
FBgn0032167,419,358-480
FBgn0052000,1488,1480-1496
FBgn0038168,1488,1480-1496
FBgn0034364,1488,1480-1496
FBgn0031047,1714,1660-1768
FBgn0032089,1714,1660-1768
FBgn0025742,1488,1480-1496
FBgn0032236,1292,1105-1480
FBgn0032698,1292,1105-1480
FBgn0260398,1292,1105-1480
FBgn0030873,1292,1105-1480
FBgn0267363,>4290,>4290
FBgn0034396,950,948-952
FBgn0010551,1714,1660-1768
FBgn0014023,1714,1660-1768
FBgn0030361,987,952-1023
FBgn0034166,556,530-583
FBgn0038398,202,132-272
FBgn0025382,950,948-952
FBgn0036685,950,948-952
FBgn0030035,950,948-952
FBgn0029785,>4290,>4290
FBgn0038783,886,824-948
FBgn0038784,91,50-132
FBgn0014417,91,50-132
FBgn0034876,>4290,>4290
FBgn0030960,>4290,>4290
FBgn0037578,>4290,>4290
FBgn0046698,91,50-132
FBgn0032006,987,952-1023
FBgn0021944,987,952-1023
FBgn0029588,3,0-6
FBgn0036210,987,952-1023
FBgn0036294,987,952-1023
FBgn0036053,775,753-797
FBgn0260444,775,753-797
FBgn0029722,1714,1660-1768
FBgn0028325,1714,1660-1768
FBgn0034706,91,50-132
FBgn0259676,91,50-132
FBgn0050077,91,50-132
FBgn0051007,91,50-132
FBgn0061469,950,948-952
FBgn0026751,950,948-952
FBgn0086348,>4290,>4290
FBgn0035907,>4290,>4290
FBgn0035904,>4290,>4290
FBgn0035906,>4290,>4290
FBgn0031310,>4290,>4290
FBgn0051855,>4290,>4290
FBgn0039609,22,11-34
FBgn0036240,987,952-1023
FBgn0038354,987,952-1023
FBgn0038337,987,952-1023
FBgn0030457,987,952-1023
FBgn0038569,987,952-1023
FBgn0000464,987,952-1023
FBgn0261262,886,824-948
FBgn0030969,1488,1480-1496
FBgn0036020,950,948-952
FBgn0043791,950,948-952
FBgn0034710,291,272-310
FBgn0283480,291,272-310
FBgn0035620,950,948-952
FBgn0030661,291,272-310
FBgn0033423,950,948-952
FBgn0038845,950,948-952
FBgn0035619,950,948-952
FBgn0034712,291,272-310
FBgn0283479,950,948-952
FBgn0030545,950,948-952
FBgn0036847,950,948-952
FBgn0036317,950,948-952
FBgn0031462,419,358-480
FBgn0035110,419,358-480
FBgn0038258,91,50-132
FBgn0038952,91,50-132
FBgn0038300,91,50-132
FBgn0032429,91,50-132
FBgn0029891,91,50-132
FBgn0010620,91,50-132
FBgn0039650,91,50-132
FBgn0261360,987,952-1023
FBgn0266136,987,952-1023
FBgn0052576,987,952-1023
FBgn0010280,987,952-1023
FBgn0017590,886,824-948
FBgn0034723,419,358-480
FBgn0036136,419,358-480
FBgn0261592,419,358-480
FBgn0038454,419,358-480
FBgn0010417,1488,1480-1496
FBgn0029713,1488,1480-1496
FBgn0023527,1488,1480-1496
FBgn0086613,1488,1480-1496
FBgn0038775,987,952-1023
FBgn0037057,987,952-1023
FBgn0042131,987,952-1023
FBgn0267727,987,952-1023
FBgn0027603,291,272-310
FBgn0052110,291,272-310
FBgn0031208,291,272-310
FBgn0260657,987,952-1023
FBgn0031148,1714,1660-1768
FBgn0037229,987,952-1023
FBgn0266757,987,952-1023
FBgn0039689,987,952-1023
FBgn0052099,987,952-1023
FBgn0039756,1488,1480-1496
FBgn0039755,1488,1480-1496
FBgn0013684,1488,1480-1496
FBgn0034084,1488,1480-1496
FBgn0032292,1488,1480-1496
FBgn0032812,1488,1480-1496
FBgn0000579,1488,1480-1496
FBgn0013987,672,601-743
FBgn0038482,341,325-358
FBgn0051269,43,37-50
FBgn0038479,341,325-358
FBgn0038550,35,34-37
FBgn0000927,35,34-37
FBgn0011701,987,952-1023
FBgn0051510,419,358-480
FBgn0038072,987,952-1023
FBgn0000071,291,272-310
FBgn0031142,291,272-310
FBgn0037502,291,272-310
FBgn0037101,291,272-310
FBgn0030840,291,272-310
FBgn0034467,291,272-310
FBgn0038063,987,952-1023
FBgn0015336,291,272-310
FBgn0261675,291,272-310
FBgn0032535,419,358-480
FBgn0039158,419,358-480
FBgn0041588,419,358-480
FBgn0030030,419,358-480
FBgn0260938,419,358-480
FBgn0000564,419,358-480
FBgn0029896,419,358-480
FBgn0036402,419,358-480
FBgn0031257,419,358-480
FBgn0010287,317,310-325
FBgn0000119,317,310-325
FBgn0032075,419,358-480
FBgn0086371,419,358-480
FBgn0028544,291,272-310
FBgn0033238,91,50-132
FBgn0038342,987,952-1023
FBgn0030004,987,952-1023
FBgn0052436,987,952-1023
FBgn0263234,291,272-310
FBgn0038595,291,272-310
FBgn0039875,91,50-132
FBgn0013548,91,50-132
FBgn0039336,91,50-132
FBgn0260635,291,272-310
FBgn0026326,291,272-310
FBgn0264272,291,272-310
FBgn0028862,341,325-358
FBgn0033427,341,325-358
FBgn0038244,419,358-480
FBgn0032586,886,824-948
FBgn0005616,886,824-948
FBgn0034488,886,824-948
FBgn0032125,317,310-325
FBgn0263395,317,310-325
FBgn0001263,987,952-1023
FBgn0264443,987,952-1023
FBgn0036977,291,272-310
FBgn0265267,291,272-310
FBgn0030828,291,272-310
FBgn0038029,>4290,>4290
FBgn0037646,>4290,>4290
FBgn0032162,1064,1023-1105
FBgn0032161,1064,1023-1105
FBgn0032160,1064,1023-1105
FBgn0032495,419,358-480
FBgn0027586,419,358-480
FBgn0032494,419,358-480
FBgn0034481,419,358-480
FBgn0033978,419,358-480
FBgn0033982,419,358-480
FBgn0013772,91,50-132
FBgn0033981,419,358-480
FBgn0039519,91,50-132
FBgn0000473,419,358-480
FBgn0033304,419,358-480
FBgn0033979,419,358-480
FBgn0015714,419,358-480
FBgn0013773,419,358-480
FBgn0013771,419,358-480
FBgn0033121,419,358-480
FBgn0263986,419,358-480
FBgn0085382,419,358-480
FBgn0032100,419,358-480
FBgn0046225,419,358-480
FBgn0034504,419,358-480
FBgn0034473,91,50-132
FBgn0266441,91,50-132
FBgn0038692,91,50-132
FBgn0033579,419,358-480
FBgn0036978,291,272-310
FBgn0262871,341,325-358
FBgn0034539,341,325-358
FBgn0034540,419,358-480
FBgn0032553,91,50-132
FBgn0032086,202,132-272
FBgn0032085,202,132-272
FBgn0266124,202,132-272
FBgn0032810,987,952-1023
FBgn0032809,987,952-1023
FBgn0036689,419,358-480
FBgn0052243,419,358-480
FBgn0039149,419,358-480
FBgn0039192,556,530-583
FBgn0086610,556,530-583
FBgn0035644,556,530-583
FBgn0031835,950,948-952
FBgn0266354,505,480-530
FBgn0031784,341,325-358
FBgn0033376,341,325-358
FBgn0015360,987,952-1023
FBgn0035470,987,952-1023
FBgn0040793,987,952-1023
FBgn0035587,810,797-824
FBgn0038401,950,948-952
FBgn0087008,1292,1105-1480
FBgn0265595,950,948-952
FBgn0038810,950,948-952
FBgn0038540,950,948-952
FBgn0038272,>4290,>4290
FBgn0037756,>4290,>4290
FBgn0032811,>4290,>4290
FBgn0264442,556,530-583
FBgn0030894,556,530-583
FBgn0026533,556,530-583
FBgn0033297,775,753-797
FBgn0033296,775,753-797
FBgn0033294,775,753-797
FBgn0002569,775,753-797
FBgn0050360,775,753-797
FBgn0032381,775,753-797
FBgn0002571,775,753-797
FBgn0032382,775,753-797
FBgn0033085,775,753-797
FBgn0033730,556,530-583
FBgn0064237,1488,1480-1496
FBgn0013763,1488,1480-1496
FBgn0026415,1488,1480-1496
FBgn0020415,1488,1480-1496
FBgn0020416,1488,1480-1496
FBgn0020414,1488,1480-1496
FBgn0033603,505,480-530
FBgn0002921,>4290,>4290
FBgn0036893,>4290,>4290
FBgn0032013,>4290,>4290
FBgn0029898,886,824-948
FBgn0036812,886,824-948
FBgn0284435,748,743-753
FBgn0010621,>4290,>4290
FBgn0036501,1064,1023-1105
FBgn0033252,1064,1023-1105
FBgn0026084,1064,1023-1105
FBgn0036259,1064,1023-1105
FBgn0285971,505,480-530
FBgn0033054,505,480-530
FBgn0037855,505,480-530
FBgn0035165,505,480-530
FBgn0037254,987,952-1023
FBgn0267339,91,50-132
FBgn0033692,91,50-132
FBgn0035113,987,952-1023
FBgn0050172,291,272-310
FBgn0003089,592,583-601
FBgn0015396,987,952-1023
FBgn0037330,987,952-1023
FBgn0266717,1064,1023-1105
FBgn0010379,775,753-797
FBgn0034435,775,753-797
FBgn0029936,202,132-272
FBgn0040056,1488,1480-1496
FBgn0022768,1488,1480-1496
FBgn0036735,1488,1480-1496
FBgn0031097,556,530-583
FBgn0001145,43,37-50
FBgn0002638,22,11-34
FBgn0026400,22,11-34
FBgn0003965,22,11-34
FBgn0001075,886,824-948
FBgn0000182,1292,1105-1480
FBgn0010590,>4290,>4290
FBgn0035032,>4290,>4290
FBgn0259721,>4290,>4290
FBgn0032819,>4290,>4290
FBgn0037845,987,952-1023
FBgn0037846,987,952-1023
FBgn0032449,987,952-1023
FBgn0015299,987,952-1023
FBgn0261985,987,952-1023
FBgn0015295,987,952-1023
FBgn0264490,987,952-1023
FBgn0030174,987,952-1023
FBgn0032474,202,132-272
FBgn0033177,1064,1023-1105
FBgn0051450,1064,1023-1105
FBgn0013303,748,743-753
FBgn0261625,748,743-753
FBgn0030943,748,743-753
FBgn0030575,987,952-1023
FBgn0014903,987,952-1023
FBgn0033830,987,952-1023
FBgn0028407,91,50-132
FBgn0024732,556,530-583
FBgn0035691,8,6-11
FBgn0035170,556,530-583
FBgn0035577,987,952-1023
FBgn0029928,505,480-530
FBgn0032514,1488,1480-1496
FBgn0050431,22,11-34
FBgn0036260,556,530-583
FBgn0265083,556,530-583
FBgn0038107,987,952-1023
FBgn0023181,987,952-1023
FBgn0010926,987,952-1023
FBgn0260027,987,952-1023
FBgn0032511,987,952-1023
FBgn0284251,>4290,>4290
FBgn0036263,>4290,>4290
FBgn0262954,>4290,>4290
FBgn0026575,341,325-358
FBgn0037918,987,952-1023
FBgn0003511,748,743-753
FBgn0052767,987,952-1023
FBgn0031456,1488,1480-1496
FBgn0263220,950,948-952
FBgn0035511,91,50-132
FBgn0052396,202,132-272
FBgn0053346,291,272-310
FBgn0039592,291,272-310
FBgn0039593,291,272-310
FBgn0033490,291,272-310
FBgn0034261,291,272-310
FBgn0037341,1488,1480-1496
FBgn0033569,748,743-753
FBgn0039358,950,948-952
FBgn0260660,987,952-1023
FBgn0050035,810,797-824
FBgn0033644,810,797-824
FBgn0037751,950,948-952
FBgn0030010,91,50-132
FBgn0032632,987,952-1023
FBgn0032626,22,11-34
FBgn0028429,987,952-1023
FBgn0034878,22,11-34
FBgn0028539,202,132-272
FBgn0034493,35,34-37
FBgn0000527,886,824-948
FBgn0052238,987,952-1023
FBgn0030823,987,952-1023
FBgn0003888,505,480-530
FBgn0035640,950,948-952
FBgn0050089,950,948-952
FBgn0033961,950,948-952
FBgn0036931,987,952-1023
FBgn0031505,987,952-1023
FBgn0004870,672,601-743
FBgn0025525,672,601-743
FBgn0039687,672,601-743
FBgn0030892,672,601-743
FBgn0004516,1488,1480-1496
FBgn0030005,950,948-952
FBgn0003886,1488,1480-1496
FBgn0010097,22,11-34
FBgn0052673,35,34-37
FBgn0052671,35,34-37
FBgn0030221,35,34-37
FBgn0067052,35,34-37
FBgn0030200,35,34-37
FBgn0052670,35,34-37
FBgn0031874,91,50-132
FBgn0040363,202,132-272
FBgn0030443,202,132-272
FBgn0038499,>4290,>4290
FBgn0263510,>4290,>4290
FBgn0031472,35,34-37
FBgn0085480,3,0-6
FBgn0054057,91,50-132
FBgn0030984,202,132-272
FBgn0031469,22,11-34
FBgn0030316,91,50-132
FBgn0050020,35,34-37
FBgn0028646,1714,1660-1768
FBgn0031694,291,272-310
FBgn0031695,291,272-310
FBgn0015037,291,272-310
FBgn0033395,291,272-310
FBgn0033397,291,272-310
FBgn0031693,291,272-310
FBgn0010019,341,325-358
FBgn0030304,505,480-530
FBgn0034802,505,480-530
FBgn0028546,505,480-530
FBgn0004237,950,948-952
FBgn0001215,950,948-952
FBgn0002924,291,272-310
FBgn0032642,291,272-310
FBgn0053891,8,6-11
FBgn0053883,8,6-11
FBgn0030008,950,948-952
FBgn0028582,22,11-34
FBgn0035453,291,272-310
FBgn0036004,950,948-952
FBgn0052255,556,530-583
FBgn0035486,556,530-583
FBgn0038349,886,824-948
FBgn0038350,886,824-948
FBgn0267408,886,824-948
FBgn0038348,886,824-948
FBgn0053177,556,530-583
FBgn0053178,556,530-583
FBgn0025814,556,530-583
FBgn0004795,556,530-583
FBgn0035228,950,948-952
FBgn0029949,950,948-952
FBgn0052187,202,132-272
FBgn0051729,>4290,>4290
FBgn0260401,>4290,>4290
FBgn0286204,775,753-797
FBgn0020370,886,824-948
FBgn0037491,1488,1480-1496
FBgn0001114,3,0-6
FBgn0032057,3,0-6
FBgn0032058,3,0-6
FBgn0036367,556,530-583
FBgn0035697,556,530-583
FBgn0040373,556,530-583
FBgn0031286,1064,1023-1105
FBgn0022069,1064,1023-1105
FBgn0034988,1064,1023-1105
FBgn0033337,950,948-952
FBgn0017429,1714,1660-1768
FBgn0266411,987,952-1023
FBgn0000153,950,948-952
FBgn0027503,950,948-952
FBgn0004635,202,132-272
FBgn0003295,202,132-272
FBgn0032415,341,325-358
FBgn0051126,1488,1480-1496
FBgn0029665,1488,1480-1496
FBgn0037548,1064,1023-1105
FBgn0037547,1064,1023-1105
FBgn0038803,291,272-310
FBgn0039341,1064,1023-1105
FBgn0031126,592,583-601
FBgn0025454,592,583-601
FBgn0033696,592,583-601
FBgn0033697,592,583-601
FBgn0031182,592,583-601
FBgn0033065,592,583-601
FBgn0034756,291,272-310
FBgn0032693,202,132-272
FBgn0038194,291,272-310
FBgn0039006,91,50-132
FBgn0036751,810,797-824
FBgn0033952,810,797-824
FBgn0038173,810,797-824
FBgn0036752,810,797-824
FBgn0043025,1488,1480-1496
FBgn0038172,810,797-824
FBgn0028875,886,824-948
FBgn0086778,886,824-948
FBgn0034415,91,50-132
FBgn0035122,91,50-132
FBgn0000250,775,753-797
FBgn0039282,775,753-797
FBgn0036565,987,952-1023
FBgn0031758,3,0-6
FBgn0031757,3,0-6
FBgn0260960,3,0-6
FBgn0035415,505,480-530
FBgn0026374,505,480-530
FBgn0039169,556,530-583
FBgn0022160,1488,1480-1496
FBgn0037544,1488,1480-1496
FBgn0053558,1488,1480-1496
FBgn0283503,950,948-952
FBgn0010333,1488,1480-1496
FBgn0037999,950,948-952
FBgn0038742,950,948-952
FBgn0038256,1292,1105-1480
FBgn0016054,291,272-310
FBgn0038795,1292,1105-1480
FBgn0015376,1292,1105-1480
FBgn0031682,950,948-952
FBgn0015790,>4290,>4290
FBgn0266433,886,824-948
FBgn0266432,886,824-948
FBgn0284254,1714,1660-1768
FBgn0033989,1714,1660-1768
FBgn0034420,1714,1660-1768
FBgn0022959,950,948-952
FBgn0032721,1488,1480-1496
FBgn0034032,1488,1480-1496
FBgn0040493,987,952-1023
FBgn0032144,505,480-530
FBgn0259149,505,480-530
FBgn0032143,505,480-530
FBgn0031118,987,952-1023
FBgn0011297,987,952-1023
FBgn0039789,987,952-1023
FBgn0013953,987,952-1023
FBgn0039787,987,952-1023
FBgn0015222,556,530-583
FBgn0005638,556,530-583
FBgn0250842,317,310-325
FBgn0264298,317,310-325
FBgn0036070,91,50-132
FBgn0030562,317,310-325
FBgn0037889,202,132-272
FBgn0032720,8,6-11
FBgn0032291,987,952-1023
FBgn0034472,987,952-1023
FBgn0035334,987,952-1023
FBgn0015288,>4290,>4290
FBgn0034837,35,34-37
FBgn0016081,35,34-37
FBgn0020255,>4290,>4290
FBgn0036497,35,34-37
FBgn0263974,91,50-132
FBgn0011361,1714,1660-1768
FBgn0032850,1488,1480-1496
FBgn0034908,1488,1480-1496
FBgn0037037,1064,1023-1105
FBgn0030344,1064,1023-1105
FBgn0039396,950,948-952
FBgn0261381,1064,1023-1105
FBgn0027083,886,824-948
FBgn0036292,886,824-948
FBgn0038365,291,272-310
FBgn0034160,202,132-272
FBgn0035452,202,132-272
FBgn0030880,91,50-132
FBgn0050280,202,132-272
FBgn0031804,91,50-132
FBgn0030163,202,132-272
FBgn0003326,886,824-948
FBgn0264089,775,753-797
FBgn0036335,775,753-797
FBgn0283652,775,753-797
FBgn0275436,>4290,>4290
FBgn0037911,>4290,>4290
FBgn0000376,>4290,>4290
FBgn0039970,987,952-1023
FBgn0031504,987,952-1023
FBgn0029887,1064,1023-1105
FBgn0001078,810,797-824
FBgn0036289,419,358-480
FBgn0037609,419,358-480
FBgn0034066,419,358-480
FBgn0037875,886,824-948
FBgn0033454,886,824-948
FBgn0033918,1488,1480-1496
FBgn0032350,1292,1105-1480
FBgn0021795,1292,1105-1480
FBgn0036686,>4290,>4290
FBgn0034534,810,797-824
FBgn0036571,810,797-824
FBgn0037297,810,797-824
FBgn0011291,810,797-824
FBgn0038772,810,797-824
FBgn0261560,810,797-824
FBgn0034649,810,797-824
FBgn0033762,810,797-824
FBgn0032456,950,948-952
FBgn0034433,1292,1105-1480
FBgn0259977,291,272-310
FBgn0000075,291,272-310
FBgn0035158,775,753-797
FBgn0032666,886,824-948
FBgn0035355,886,824-948
FBgn0035356,886,824-948
FBgn0264848,1488,1480-1496
FBgn0037344,1488,1480-1496
FBgn0261067,1488,1480-1496
FBgn0038519,419,358-480
FBgn0039525,1714,1660-1768
FBgn0260795,1714,1660-1768
FBgn0023212,1714,1660-1768
FBgn0025865,1064,1023-1105
FBgn0000077,1064,1023-1105
FBgn0039189,1488,1480-1496
FBgn0029006,1488,1480-1496
FBgn0038723,>4290,>4290
FBgn0036922,>4290,>4290
FBgn0032032,950,948-952
FBgn0035714,950,948-952
FBgn0061359,>4290,>4290
FBgn0023169,810,797-824
FBgn0014427,1488,1480-1496
FBgn0259714,748,743-753
FBgn0051708,748,743-753
FBgn0053193,886,824-948
FBgn0053096,91,50-132
FBgn0039233,1488,1480-1496
FBgn0031267,950,948-952
FBgn0000022,950,948-952
FBgn0000137,950,948-952
FBgn0031090,>4290,>4290
FBgn0261049,>4290,>4290
FBgn0033272,1714,1660-1768
FBgn0267823,1064,1023-1105
FBgn0027598,1064,1023-1105
FBgn0267385,987,952-1023
FBgn0031776,987,952-1023
FBgn0045478,556,530-583
FBgn0003747,556,530-583
FBgn0035167,556,530-583
FBgn0045476,556,530-583
FBgn0045479,556,530-583
FBgn0045477,556,530-583
FBgn0023395,22,11-34
FBgn0262519,1488,1480-1496
FBgn0032883,1292,1105-1480
FBgn0050349,1292,1105-1480
FBgn0035266,>4290,>4290
FBgn0025592,>4290,>4290
FBgn0035518,987,952-1023
FBgn0029718,987,952-1023
FBgn0034389,987,952-1023
FBgn0030854,987,952-1023
FBgn0014011,987,952-1023
FBgn0032988,987,952-1023
FBgn0022709,>4290,>4290
FBgn0038547,3,0-6
FBgn0261679,22,11-34
FBgn0039355,35,34-37
FBgn0039740,3,0-6
FBgn0037923,22,11-34
FBgn0259735,950,948-952
FBgn0036842,556,530-583
FBgn0028387,3,0-6
FBgn0035440,3,0-6
FBgn0030411,950,948-952
FBgn0053833,3,0-6
FBgn0053809,43,37-50
FBgn0014073,22,11-34
FBgn0043796,291,272-310
FBgn0031409,8,6-11
FBgn0031141,291,272-310
FBgn0052523,22,11-34
FBgn0035663,202,132-272
FBgn0030776,91,50-132
FBgn0011834,291,272-310
FBgn0030773,291,272-310
FBgn0037883,291,272-310
FBgn0035696,748,743-753
FBgn0033185,35,34-37
FBgn0031144,35,34-37
FBgn0000083,987,952-1023
FBgn0030749,291,272-310
FBgn0031518,886,824-948
FBgn0037648,>4290,>4290
FBgn0050122,>4290,>4290
FBgn0035464,1488,1480-1496
FBgn0029930,291,272-310
FBgn0038827,291,272-310
FBgn0030342,291,272-310
FBgn0023090,987,952-1023
FBgn0016672,1488,1480-1496
FBgn0053836,8,6-11
FBgn0030012,987,952-1023
FBgn0051611,>4290,>4290
FBgn0033092,>4290,>4290
FBgn0034049,886,824-948
FBgn0023489,987,952-1023
FBgn0042630,950,948-952
FBgn0000411,950,948-952
FBgn0033916,>4290,>4290
FBgn0036887,>4290,>4290
FBgn0031820,>4290,>4290
FBgn0052095,91,50-132
FBgn0035807,291,272-310
FBgn0034274,202,132-272
FBgn0004567,987,952-1023
FBgn0053818,91,50-132
FBgn0053845,22,11-34
FBgn0053842,91,50-132
FBgn0035426,43,37-50
FBgn0033322,91,50-132
FBgn0053848,91,50-132
FBgn0034021,91,50-132
FBgn0030913,91,50-132
FBgn0038492,91,50-132
FBgn0037107,419,358-480
FBgn0036766,91,50-132
FBgn0036767,91,50-132
FBgn0032029,341,325-358
FBgn0050105,341,325-358
FBgn0040236,341,325-358
FBgn0034033,341,325-358
FBgn0014002,317,310-325
FBgn0037565,317,310-325
FBgn0039070,317,310-325
FBgn0038153,317,310-325
FBgn0037757,317,310-325
FBgn0015221,987,952-1023
FBgn0036939,419,358-480
FBgn0037466,419,358-480
FBgn0031753,419,358-480
FBgn0083977,419,358-480
FBgn0250911,419,358-480
FBgn0035358,419,358-480
FBgn0027495,291,272-310
FBgn0013811,987,952-1023
FBgn0032728,987,952-1023
FBgn0004396,810,797-824
FBgn0010415,810,797-824
FBgn0086448,810,797-824
FBgn0044030,810,797-824
FBgn0000557,>4290,>4290
FBgn0284245,>4290,>4290
FBgn0051739,1488,1480-1496
